Region,Province,City,year,month,EMP_w,observed,projection_reliance,ts_model
NCR,NCR,Malabon City,2027,10,205640.43354051313,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,11,213364.4281183505,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2027,12,194931.8717280922,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,1,205906.40715787295,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,2,198473.43778791305,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,3,213462.75020723257,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,4,216944.61142527623,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,5,221706.8652517862,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,6,177400.6122302294,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,7,200812.06441393838,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,8,222846.4090338966,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,9,234950.83080182993,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2028,10,227526.29109706328,False,time_series,"ETS(A,A,A)_log"
