Area,Year,IncomeGroup,Value
City of Lucena,2018,8th Decile,3033.83
City of Lucena,2018,9th Decile,3538.47
City of Lucena,2018,All Income Groups,23064.57
City of Lucena,2021,10th Decile,5791.72
City of Lucena,2021,1st Decile,1039.3
City of Lucena,2021,2nd Decile,1312.24
City of Lucena,2021,3rd Decile,1291.04
City of Lucena,2021,4th Decile,1492.04
City of Lucena,2021,5th Decile,1644.74
City of Lucena,2021,6th Decile,1932.87
City of Lucena,2021,7th Decile,2112.32
City of Lucena,2021,8th Decile,2467.61
City of Lucena,2021,9th Decile,2859.45
City of Lucena,2021,All Income Groups,21943.32
City of Lucena,2023,10th Decile,5282.6
City of Lucena,2023,1st Decile,1390.04
City of Lucena,2023,2nd Decile,1629.41
City of Lucena,2023,3rd Decile,1743.22
City of Lucena,2023,4th Decile,1899.58
City of Lucena,2023,5th Decile,2115.9
City of Lucena,2023,6th Decile,2304.01
City of Lucena,2023,7th Decile,2439.65
City of Lucena,2023,8th Decile,2532.32
City of Lucena,2023,9th Decile,3439.64
City of Lucena,2023,All Income Groups,24776.36
Rizal,2018,10th Decile,90025.73
Rizal,2018,1st Decile,13703.73
Rizal,2018,2nd Decile,18250.45
Rizal,2018,3rd Decile,20804.79
Rizal,2018,4th Decile,22669.76
Rizal,2018,5th Decile,25312.35
Rizal,2018,6th Decile,29400.4
Rizal,2018,7th Decile,31899.29
Rizal,2018,8th Decile,35762.28
Rizal,2018,9th Decile,46075.02
Rizal,2018,All Income Groups,333903.8
Rizal,2021,10th Decile,78266.59
Rizal,2021,1st Decile,15356.55
Rizal,2021,2nd Decile,18889.84
Rizal,2021,3rd Decile,21328.7
Rizal,2021,4th Decile,23396.67
Rizal,2021,5th Decile,26240.96
Rizal,2021,6th Decile,27043.22
Rizal,2021,7th Decile,32114.31
Rizal,2021,8th Decile,34946.29
Rizal,2021,9th Decile,44667.49
Rizal,2021,All Income Groups,322250.62
Rizal,2023,10th Decile,107718.31
Rizal,2023,1st Decile,16888.04
Rizal,2023,2nd Decile,20830.74
Rizal,2023,3rd Decile,24165.49
Rizal,2023,4th Decile,27081.26
Rizal,2023,5th Decile,28256.09
Rizal,2023,6th Decile,31842.8
Rizal,2023,7th Decile,40224.12
Rizal,2023,8th Decile,44402.91
Rizal,2023,9th Decile,52516.61
Rizal,2023,All Income Groups,393926.36
MIMAROPA REGION,2018,10th Decile,58006.0
MIMAROPA REGION,2018,1st Decile,8121.15
MIMAROPA REGION,2018,2nd Decile,10336.37
MIMAROPA REGION,2018,3rd Decile,11338.73
MIMAROPA REGION,2018,4th Decile,12140.92
MIMAROPA REGION,2018,5th Decile,13262.76
MIMAROPA REGION,2018,6th Decile,14480.21
MIMAROPA REGION,2018,7th Decile,16642.0
MIMAROPA REGION,2018,8th Decile,19611.39
MIMAROPA REGION,2018,9th Decile,25744.75
MIMAROPA REGION,2018,All Income Groups,189684.3
MIMAROPA REGION,2021,10th Decile,60305.26
MIMAROPA REGION,2021,1st Decile,8366.8
MIMAROPA REGION,2021,2nd Decile,10452.19
MIMAROPA REGION,2021,3rd Decile,11893.46
MIMAROPA REGION,2021,4th Decile,12792.05
MIMAROPA REGION,2021,5th Decile,14221.78
MIMAROPA REGION,2021,6th Decile,15697.46
MIMAROPA REGION,2021,7th Decile,17357.48
MIMAROPA REGION,2021,8th Decile,20732.94
MIMAROPA REGION,2021,9th Decile,28904.36
MIMAROPA REGION,2021,All Income Groups,200723.78
MIMAROPA REGION,2023,10th Decile,65824.6
MIMAROPA REGION,2023,1st Decile,9526.67
MIMAROPA REGION,2023,2nd Decile,12795.43
MIMAROPA REGION,2023,3rd Decile,13356.05
MIMAROPA REGION,2023,4th Decile,14099.56
MIMAROPA REGION,2023,5th Decile,16100.53
MIMAROPA REGION,2023,6th Decile,17052.97
MIMAROPA REGION,2023,7th Decile,19062.68
MIMAROPA REGION,2023,8th Decile,22951.97
MIMAROPA REGION,2023,9th Decile,28244.71
MIMAROPA REGION,2023,All Income Groups,219015.17
Marinduque,2018,10th Decile,4044.93
Marinduque,2018,1st Decile,633.02
Marinduque,2018,2nd Decile,768.73
Marinduque,2018,3rd Decile,863.27
Marinduque,2018,4th Decile,952.1
Marinduque,2018,5th Decile,954.78
Marinduque,2018,6th Decile,1047.45
Marinduque,2018,7th Decile,1189.31
Marinduque,2018,8th Decile,1532.68
Marinduque,2018,9th Decile,1943.16
Marinduque,2018,All Income Groups,13929.42
Marinduque,2021,10th Decile,3449.11
Marinduque,2021,1st Decile,682.49
Marinduque,2021,2nd Decile,776.24
Marinduque,2021,3rd Decile,828.61
Marinduque,2021,4th Decile,944.59
Marinduque,2021,5th Decile,941.58
Marinduque,2021,6th Decile,1089.89
Marinduque,2021,7th Decile,1219.86
Marinduque,2021,8th Decile,1308.57
Marinduque,2021,9th Decile,1910.66
Marinduque,2021,All Income Groups,13151.6
Marinduque,2023,10th Decile,4484.07
Marinduque,2023,1st Decile,919.32
Marinduque,2023,2nd Decile,1033.96
Marinduque,2023,3rd Decile,1117.38
Marinduque,2023,4th Decile,1235.47
Marinduque,2023,5th Decile,1192.88
Marinduque,2023,6th Decile,1298.28
Marinduque,2023,7th Decile,1484.08
Marinduque,2023,8th Decile,1700.7
Marinduque,2023,9th Decile,2161.66
Marinduque,2023,All Income Groups,16627.8
Occidental Mindoro,2018,10th Decile,10273.03
Occidental Mindoro,2018,1st Decile,1003.57
Occidental Mindoro,2018,2nd Decile,1470.28
Occidental Mindoro,2018,3rd Decile,1544.07
Occidental Mindoro,2018,4th Decile,1769.82
Occidental Mindoro,2018,5th Decile,1873.36
Occidental Mindoro,2018,6th Decile,1993.36
Occidental Mindoro,2018,7th Decile,2395.74
Occidental Mindoro,2018,8th Decile,2769.89
Occidental Mindoro,2018,9th Decile,4133.1
Occidental Mindoro,2018,All Income Groups,29226.21
Occidental Mindoro,2021,10th Decile,9206.25
Occidental Mindoro,2021,1st Decile,1156.16
Occidental Mindoro,2021,2nd Decile,1546.83
Occidental Mindoro,2021,3rd Decile,1777.86
Occidental Mindoro,2021,4th Decile,1925.43
Occidental Mindoro,2021,5th Decile,2124.86
Occidental Mindoro,2021,6th Decile,2593.24
Occidental Mindoro,2021,7th Decile,2708.07
Occidental Mindoro,2021,8th Decile,3502.41
Occidental Mindoro,2021,9th Decile,4642.68
Occidental Mindoro,2021,All Income Groups,31183.79
Occidental Mindoro,2023,10th Decile,11497.6
Occidental Mindoro,2023,1st Decile,1282.25
Occidental Mindoro,2023,2nd Decile,1792.72
Occidental Mindoro,2023,3rd Decile,2136.87
Occidental Mindoro,2023,4th Decile,2223.39
Occidental Mindoro,2023,5th Decile,2465.67
Occidental Mindoro,2023,6th Decile,2541.57
Occidental Mindoro,2023,7th Decile,2926.43
Occidental Mindoro,2023,8th Decile,3707.63
Occidental Mindoro,2023,9th Decile,4936.32
Occidental Mindoro,2023,All Income Groups,35510.45
Oriental Mindoro,2018,10th Decile,19388.8
Oriental Mindoro,2018,1st Decile,2568.51
Oriental Mindoro,2018,2nd Decile,3175.03
Oriental Mindoro,2018,3rd Decile,3330.9
Oriental Mindoro,2018,4th Decile,3855.74
Oriental Mindoro,2018,5th Decile,4063.63
Oriental Mindoro,2018,6th Decile,4259.81
Oriental Mindoro,2018,7th Decile,5139.45
Oriental Mindoro,2018,8th Decile,5986.94
Oriental Mindoro,2018,9th Decile,7939.16
Oriental Mindoro,2018,All Income Groups,59707.97
Oriental Mindoro,2021,10th Decile,17910.32
Oriental Mindoro,2021,1st Decile,2194.8
Oriental Mindoro,2021,2nd Decile,2990.86
Oriental Mindoro,2021,3rd Decile,3519.62
Oriental Mindoro,2021,4th Decile,3678.67
Oriental Mindoro,2021,5th Decile,4494.15
Oriental Mindoro,2021,6th Decile,4774.36
Oriental Mindoro,2021,7th Decile,5599.73
Oriental Mindoro,2021,8th Decile,6613.13
Oriental Mindoro,2021,9th Decile,9094.49
Oriental Mindoro,2021,All Income Groups,60870.13
Oriental Mindoro,2023,10th Decile,15467.38
Oriental Mindoro,2023,1st Decile,2635.6
Oriental Mindoro,2023,2nd Decile,3563.22
Oriental Mindoro,2023,3rd Decile,3824.55
Oriental Mindoro,2023,4th Decile,4266.93
Oriental Mindoro,2023,5th Decile,4977.62
Oriental Mindoro,2023,6th Decile,4720.8
Oriental Mindoro,2023,7th Decile,5681.65
Oriental Mindoro,2023,8th Decile,5999.17
Oriental Mindoro,2023,9th Decile,7262.11
Oriental Mindoro,2023,All Income Groups,58399.02
Palawan (Excluding City of Puerto Princesa),2018,10th Decile,10715.63
Palawan (Excluding City of Puerto Princesa),2018,1st Decile,2606.68
Palawan (Excluding City of Puerto Princesa),2018,2nd Decile,3156.81
Palawan (Excluding City of Puerto Princesa),2018,3rd Decile,3286.8
Palawan (Excluding City of Puerto Princesa),2018,4th Decile,3518.69
Palawan (Excluding City of Puerto Princesa),2018,5th Decile,3753.1
Palawan (Excluding City of Puerto Princesa),2018,6th Decile,4073.14
Palawan (Excluding City of Puerto Princesa),2018,7th Decile,4471.01
Palawan (Excluding City of Puerto Princesa),2018,8th Decile,5162.36
Palawan (Excluding City of Puerto Princesa),2018,9th Decile,5787.66
Palawan (Excluding City of Puerto Princesa),2018,All Income Groups,46531.88
Palawan (Excluding City of Puerto Princesa),2021,10th Decile,17459.2
Palawan (Excluding City of Puerto Princesa),2021,1st Decile,2677.85
Palawan (Excluding City of Puerto Princesa),2021,2nd Decile,3257.37
Palawan (Excluding City of Puerto Princesa),2021,3rd Decile,3617.33
Palawan (Excluding City of Puerto Princesa),2021,4th Decile,3730.7
Palawan (Excluding City of Puerto Princesa),2021,5th Decile,4180.8
Palawan (Excluding City of Puerto Princesa),2021,6th Decile,4457.98
Palawan (Excluding City of Puerto Princesa),2021,7th Decile,4796.9
Palawan (Excluding City of Puerto Princesa),2021,8th Decile,5408.29
Palawan (Excluding City of Puerto Princesa),2021,9th Decile,6062.96
Palawan (Excluding City of Puerto Princesa),2021,All Income Groups,55649.38
Palawan (Excluding City of Puerto Princesa),2023,10th Decile,19494.5
Palawan (Excluding City of Puerto Princesa),2023,1st Decile,2785.83
Palawan (Excluding City of Puerto Princesa),2023,2nd Decile,3441.07
Palawan (Excluding City of Puerto Princesa),2023,3rd Decile,3764.22
Palawan (Excluding City of Puerto Princesa),2023,4th Decile,3975.54
Palawan (Excluding City of Puerto Princesa),2023,5th Decile,4018.95
Palawan (Excluding City of Puerto Princesa),2023,6th Decile,4224.82
Palawan (Excluding City of Puerto Princesa),2023,7th Decile,5711.3
Palawan (Excluding City of Puerto Princesa),2023,8th Decile,5884.27
Palawan (Excluding City of Puerto Princesa),2023,9th Decile,7633.99
Palawan (Excluding City of Puerto Princesa),2023,All Income Groups,60934.49
City of Puerto Princesa,2018,10th Decile,6147.67
City of Puerto Princesa,2018,1st Decile,1083.5
City of Puerto Princesa,2018,2nd Decile,1348.35
City of Puerto Princesa,2018,3rd Decile,1411.83
City of Puerto Princesa,2018,4th Decile,1581.68
City of Puerto Princesa,2018,5th Decile,1905.09
City of Puerto Princesa,2018,6th Decile,2031.41
City of Puerto Princesa,2018,7th Decile,2426.09
City of Puerto Princesa,2018,8th Decile,2956.2
City of Puerto Princesa,2018,9th Decile,3235.32
City of Puerto Princesa,2018,All Income Groups,24127.15
City of Puerto Princesa,2021,10th Decile,6577.01
City of Puerto Princesa,2021,1st Decile,1041.91
City of Puerto Princesa,2021,2nd Decile,1243.0
City of Puerto Princesa,2021,3rd Decile,1405.43
City of Puerto Princesa,2021,4th Decile,1598.15
City of Puerto Princesa,2021,5th Decile,1760.56
City of Puerto Princesa,2021,6th Decile,1787.63
City of Puerto Princesa,2021,7th Decile,2129.83
City of Puerto Princesa,2021,8th Decile,2849.55
City of Puerto Princesa,2021,9th Decile,3706.53
City of Puerto Princesa,2021,All Income Groups,24099.61
City of Puerto Princesa,2023,10th Decile,7307.01
City of Puerto Princesa,2023,1st Decile,1383.33
City of Puerto Princesa,2023,2nd Decile,1616.29
City of Puerto Princesa,2023,3rd Decile,1845.47
City of Puerto Princesa,2023,4th Decile,2001.27
City of Puerto Princesa,2023,5th Decile,2128.76
City of Puerto Princesa,2023,6th Decile,2429.28
City of Puerto Princesa,2023,7th Decile,2595.03
City of Puerto Princesa,2023,8th Decile,3284.68
City of Puerto Princesa,2023,9th Decile,4247.22
City of Puerto Princesa,2023,All Income Groups,28838.32
Romblon,2018,10th Decile,6267.0
Romblon,2018,1st Decile,759.53
Romblon,2018,2nd Decile,862.84
Romblon,2018,3rd Decile,912.12
Romblon,2018,4th Decile,941.7
Romblon,2018,5th Decile,993.73
Romblon,2018,6th Decile,1073.69
Romblon,2018,7th Decile,1226.2
Romblon,2018,8th Decile,1280.36
Romblon,2018,9th Decile,1844.49
Romblon,2018,All Income Groups,16161.67
Romblon,2021,10th Decile,5192.82
Romblon,2021,1st Decile,760.8
Romblon,2021,2nd Decile,863.82
Romblon,2021,3rd Decile,954.35
Romblon,2021,4th Decile,1009.11
Romblon,2021,5th Decile,1029.53
Romblon,2021,6th Decile,1208.3
Romblon,2021,7th Decile,1200.34
Romblon,2021,8th Decile,1419.55
Romblon,2021,9th Decile,2130.65
Romblon,2021,All Income Groups,15769.27
Romblon,2023,10th Decile,5964.86
Romblon,2023,1st Decile,1062.99
Romblon,2023,2nd Decile,1182.42
Romblon,2023,3rd Decile,1228.43
Romblon,2023,4th Decile,1170.53
Romblon,2023,5th Decile,1291.27
Romblon,2023,6th Decile,1298.11
Romblon,2023,7th Decile,1381.93
Romblon,2023,8th Decile,1698.78
Romblon,2023,9th Decile,2425.79
Romblon,2023,All Income Groups,18705.1
REGION V - BICOL REGION,2018,10th Decile,87778.32
REGION V - BICOL REGION,2018,1st Decile,14024.51
REGION V - BICOL REGION,2018,2nd Decile,17127.95
REGION V - BICOL REGION,2018,3rd Decile,18200.12
REGION V - BICOL REGION,2018,4th Decile,19532.08
REGION V - BICOL REGION,2018,5th Decile,21659.59
REGION V - BICOL REGION,2018,6th Decile,23875.5
REGION V - BICOL REGION,2018,7th Decile,26087.22
REGION V - BICOL REGION,2018,8th Decile,30017.84
REGION V - BICOL REGION,2018,9th Decile,42474.87
REGION V - BICOL REGION,2018,All Income Groups,300778.0
REGION V - BICOL REGION,2021,10th Decile,98706.21
REGION V - BICOL REGION,2021,1st Decile,15067.39
REGION V - BICOL REGION,2021,2nd Decile,18571.89
REGION V - BICOL REGION,2021,3rd Decile,21221.44
REGION V - BICOL REGION,2021,4th Decile,21718.12
REGION V - BICOL REGION,2021,5th Decile,23919.28
REGION V - BICOL REGION,2021,6th Decile,26158.77
REGION V - BICOL REGION,2021,7th Decile,28810.5
REGION V - BICOL REGION,2021,8th Decile,34927.32
REGION V - BICOL REGION,2021,9th Decile,48117.12
REGION V - BICOL REGION,2021,All Income Groups,337218.04
REGION V - BICOL REGION,2023,10th Decile,115409.91
REGION V - BICOL REGION,2023,1st Decile,19534.18
REGION V - BICOL REGION,2023,2nd Decile,22657.18
REGION V - BICOL REGION,2023,3rd Decile,24717.79
REGION V - BICOL REGION,2023,4th Decile,27198.52
REGION V - BICOL REGION,2023,5th Decile,28004.8
REGION V - BICOL REGION,2023,6th Decile,30604.25
REGION V - BICOL REGION,2023,7th Decile,33484.69
REGION V - BICOL REGION,2023,8th Decile,39621.97
REGION V - BICOL REGION,2023,9th Decile,53726.09
REGION V - BICOL REGION,2023,All Income Groups,394959.39
Albay,2018,10th Decile,20705.47
Albay,2018,1st Decile,3545.11
Albay,2018,2nd Decile,3975.4
Albay,2018,3rd Decile,4208.32
Albay,2018,4th Decile,4973.94
Albay,2018,5th Decile,5542.31
Albay,2018,6th Decile,5723.4
Albay,2018,7th Decile,6127.21
Albay,2018,8th Decile,7748.6
Albay,2018,9th Decile,11527.5
Albay,2018,All Income Groups,74077.26
Albay,2021,10th Decile,25954.73
Albay,2021,1st Decile,3655.57
Albay,2021,2nd Decile,4398.69
Albay,2021,3rd Decile,5355.14
Albay,2021,4th Decile,5773.14
Albay,2021,5th Decile,6043.8
Albay,2021,6th Decile,7143.79
Albay,2021,7th Decile,7547.84
Albay,2021,8th Decile,9237.68
Albay,2021,9th Decile,13883.77
Albay,2021,All Income Groups,88994.16
Albay,2023,10th Decile,23034.05
Albay,2023,1st Decile,4695.71
Albay,2023,2nd Decile,5731.11
Albay,2023,3rd Decile,6181.01
Albay,2023,4th Decile,6219.26
Albay,2023,5th Decile,7071.64
Albay,2023,6th Decile,7232.62
Albay,2023,7th Decile,8083.39
Albay,2023,8th Decile,9629.04
Albay,2023,9th Decile,12976.74
Albay,2023,All Income Groups,90854.58
Camarines Norte,2018,10th Decile,7676.8
Camarines Norte,2018,1st Decile,1485.9
Camarines Norte,2018,2nd Decile,1763.19
Camarines Norte,2018,3rd Decile,1985.51
Camarines Norte,2018,4th Decile,1991.57
Camarines Norte,2018,5th Decile,2168.44
Camarines Norte,2018,6th Decile,2292.15
Camarines Norte,2018,7th Decile,2591.59
Camarines Norte,2018,8th Decile,2997.47
Camarines Norte,2018,9th Decile,4145.37
Camarines Norte,2018,All Income Groups,29098.0
Camarines Norte,2021,10th Decile,11842.79
Camarines Norte,2021,1st Decile,1696.38
Camarines Norte,2021,2nd Decile,2185.84
Camarines Norte,2021,3rd Decile,2388.75
Camarines Norte,2021,4th Decile,2471.63
Camarines Norte,2021,5th Decile,2981.99
Camarines Norte,2021,6th Decile,3007.9
Camarines Norte,2021,7th Decile,3535.69
Camarines Norte,2021,8th Decile,3883.88
Camarines Norte,2021,9th Decile,5517.71
Camarines Norte,2021,All Income Groups,39512.56
Camarines Norte,2023,10th Decile,12532.05
Camarines Norte,2023,1st Decile,2325.98
Camarines Norte,2023,2nd Decile,2736.75
Camarines Norte,2023,3rd Decile,3017.25
Camarines Norte,2023,4th Decile,3034.99
Camarines Norte,2023,5th Decile,3258.95
Camarines Norte,2023,6th Decile,3397.66
Camarines Norte,2023,7th Decile,3888.86
Camarines Norte,2023,8th Decile,3962.85
Camarines Norte,2023,9th Decile,5347.36
Camarines Norte,2023,All Income Groups,43502.69
Camarines Sur,2018,10th Decile,31626.48
Camarines Sur,2018,1st Decile,4648.54
Camarines Sur,2018,2nd Decile,6015.82
Camarines Sur,2018,3rd Decile,6125.71
Camarines Sur,2018,4th Decile,6854.3
Camarines Sur,2018,5th Decile,7323.97
Camarines Sur,2018,6th Decile,8328.9
Camarines Sur,2018,7th Decile,9560.86
Camarines Sur,2018,8th Decile,10432.8
Camarines Sur,2018,9th Decile,14366.95
Camarines Sur,2018,All Income Groups,105284.33
Camarines Sur,2021,10th Decile,29768.71
Camarines Sur,2021,1st Decile,4777.79
Camarines Sur,2021,2nd Decile,5771.25
Camarines Sur,2021,3rd Decile,6691.38
Camarines Sur,2021,4th Decile,7099.5
Camarines Sur,2021,5th Decile,7409.46
Camarines Sur,2021,6th Decile,8613.83
Camarines Sur,2021,7th Decile,9032.67
Camarines Sur,2021,8th Decile,11639.53
Camarines Sur,2021,9th Decile,15147.77
Camarines Sur,2021,All Income Groups,105951.9
Camarines Sur,2023,10th Decile,43407.93
Camarines Sur,2023,1st Decile,6092.01
Camarines Sur,2023,2nd Decile,7331.68
Camarines Sur,2023,3rd Decile,8224.6
Camarines Sur,2023,4th Decile,9324.31
Camarines Sur,2023,5th Decile,9503.83
Camarines Sur,2023,6th Decile,11101.21
Camarines Sur,2023,7th Decile,11916.27
Camarines Sur,2023,8th Decile,15260.58
Camarines Sur,2023,9th Decile,23423.04
Camarines Sur,2023,All Income Groups,145585.47
Catanduanes,2018,10th Decile,3838.65
Catanduanes,2018,1st Decile,687.97
Catanduanes,2018,2nd Decile,796.71
Catanduanes,2018,3rd Decile,942.96
Catanduanes,2018,4th Decile,948.3
Catanduanes,2018,5th Decile,1084.23
Catanduanes,2018,6th Decile,1213.03
Catanduanes,2018,7th Decile,1197.87
Catanduanes,2018,8th Decile,1494.87
Catanduanes,2018,9th Decile,2097.57
Catanduanes,2018,All Income Groups,14302.16
Catanduanes,2021,10th Decile,5234.1
Catanduanes,2021,1st Decile,760.24
Catanduanes,2021,2nd Decile,943.13
Catanduanes,2021,3rd Decile,990.09
Catanduanes,2021,4th Decile,1066.72
Catanduanes,2021,5th Decile,1170.15
Catanduanes,2021,6th Decile,1311.62
Catanduanes,2021,7th Decile,1444.56
Catanduanes,2021,8th Decile,1773.73
Catanduanes,2021,9th Decile,2553.62
Catanduanes,2021,All Income Groups,17247.96
Catanduanes,2023,10th Decile,5433.1
Catanduanes,2023,1st Decile,782.17
Catanduanes,2023,2nd Decile,882.69
Catanduanes,2023,3rd Decile,1014.33
Catanduanes,2023,4th Decile,1093.29
Catanduanes,2023,5th Decile,1150.52
Catanduanes,2023,6th Decile,1238.37
Catanduanes,2023,7th Decile,1363.97
Catanduanes,2023,8th Decile,1768.24
Catanduanes,2023,9th Decile,2468.26
Catanduanes,2023,All Income Groups,17194.94
Masbate,2018,10th Decile,11285.53
Masbate,2018,1st Decile,1929.56
Masbate,2018,2nd Decile,2195.87
Masbate,2018,3rd Decile,2411.12
Masbate,2018,4th Decile,2461.66
Masbate,2018,5th Decile,2755.7
Masbate,2018,6th Decile,2733.41
Masbate,2018,7th Decile,3038.58
Masbate,2018,8th Decile,3482.0
Masbate,2018,9th Decile,4970.53
Masbate,2018,All Income Groups,37263.97
Masbate,2021,10th Decile,13458.54
Masbate,2021,1st Decile,2251.77
Masbate,2021,2nd Decile,2609.04
Masbate,2021,3rd Decile,2891.32
Masbate,2021,4th Decile,2993.11
Masbate,2021,5th Decile,3154.52
Masbate,2021,6th Decile,3360.93
Masbate,2021,7th Decile,3669.26
Masbate,2021,8th Decile,3695.36
Masbate,2021,9th Decile,5503.62
Masbate,2021,All Income Groups,43587.47
Masbate,2023,10th Decile,14599.0
Masbate,2023,1st Decile,3041.94
Masbate,2023,2nd Decile,3363.54
Masbate,2023,3rd Decile,3418.88
Masbate,2023,4th Decile,3928.53
Masbate,2023,5th Decile,4144.12
Masbate,2023,6th Decile,4683.39
Masbate,2023,7th Decile,4413.19
Masbate,2023,8th Decile,4970.94
Masbate,2023,9th Decile,6190.75
Masbate,2023,All Income Groups,52754.29
Sorsogon,2018,10th Decile,11644.56
Sorsogon,2018,1st Decile,2058.37
Sorsogon,2018,2nd Decile,2498.62
Sorsogon,2018,3rd Decile,2683.78
Sorsogon,2018,4th Decile,2880.68
Sorsogon,2018,5th Decile,3130.41
Sorsogon,2018,6th Decile,3262.08
Sorsogon,2018,7th Decile,3234.11
Sorsogon,2018,8th Decile,4106.79
