Housing_Unit_Type,Region,City/Province,Year,Occupied Housing Units,Number of Households /a,Household Population /a,Total,One Floor,Two Floors,Three Floors,Four Floors,Five to 10 Floors,11 Floors or more,Not Reported,Not applicable
Single House,Region Vi (Western Visayas),Iloilo *,2020,482240.0,488974.0,1983067.0,482240.0,446532.0,34835.0,539.0,48.0,0.0,0.0,286.0,0.0
All Types Of Building,Region Vi (Western Visayas),Negros Occidental *,2020,619110.0,637910.0,2618581.0,619110.0,573278.0,45352.0,353.0,33.0,1.0,0.0,93.0,0.0
Apartment/Accessoria/Row House,Region Vi (Western Visayas),Negros Occidental *,2020,10644.0,10803.0,41957.0,10644.0,10259.0,370.0,15.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Vi (Western Visayas),Negros Occidental *,2020,363.0,375.0,1227.0,363.0,217.0,129.0,15.0,1.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Vi (Western Visayas),Negros Occidental *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Vi (Western Visayas),Negros Occidental *,2020,7603.0,7825.0,30531.0,7603.0,6521.0,1074.0,7.0,0.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region Vi (Western Visayas),Negros Occidental *,2020,35.0,35.0,95.0,35.0,26.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Vi (Western Visayas),Negros Occidental *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vi (Western Visayas),Negros Occidental *,2020,2551.0,2588.0,9818.0,2551.0,2095.0,454.0,1.0,1.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Vi (Western Visayas),Negros Occidental *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region Vi (Western Visayas),Negros Occidental *,2020,597914.0,616284.0,2534953.0,597914.0,554160.0,43318.0,313.0,31.0,0.0,0.0,92.0,0.0
All Types Of Building,Region Vii (Central Visayas),Bohol,2020,319246.0,321983.0,1390438.0,319246.0,282996.0,35420.0,498.0,56.0,5.0,0.0,255.0,16.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),Bohol,2020,1186.0,1192.0,3895.0,1186.0,549.0,595.0,30.0,12.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),Bohol,2020,269.0,270.0,934.0,269.0,200.0,44.0,20.0,3.0,2.0,0.0,0.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),Bohol,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Vii (Central Visayas),Bohol,2020,2588.0,2611.0,10898.0,2588.0,1792.0,757.0,24.0,1.0,0.0,0.0,14.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),Bohol,2020,65.0,67.0,252.0,65.0,36.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),Bohol,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),Bohol,2020,1187.0,1195.0,4410.0,1187.0,712.0,426.0,32.0,5.0,3.0,0.0,9.0,0.0
Other Types Of Building,Region Vii (Central Visayas),Bohol,2020,16.0,17.0,47.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Single House,Region Vii (Central Visayas),Bohol,2020,313935.0,316631.0,1370002.0,313935.0,279707.0,33572.0,389.0,35.0,0.0,0.0,232.0,0.0
All Types Of Building,Region Vii (Central Visayas),Cebu *,2020,774454.0,799368.0,3309504.0,774454.0,677211.0,94842.0,1976.0,220.0,25.0,0.0,161.0,19.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),Cebu *,2020,18985.0,19522.0,70174.0,18985.0,8283.0,10304.0,313.0,70.0,15.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),Cebu *,2020,541.0,624.0,1579.0,541.0,363.0,136.0,27.0,4.0,10.0,0.0,1.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),Cebu *,2020,5.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Duplex,Region Vii (Central Visayas),Cebu *,2020,14990.0,15456.0,60628.0,14990.0,11028.0,3858.0,83.0,12.0,0.0,0.0,9.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),Cebu *,2020,58.0,61.0,231.0,58.0,30.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),Cebu *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),Cebu *,2020,7543.0,7660.0,28363.0,7543.0,4483.0,3004.0,46.0,7.0,0.0,0.0,3.0,0.0
Other Types Of Building,Region Vii (Central Visayas),Cebu *,2020,19.0,20.0,47.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Single House,Region Vii (Central Visayas),Cebu *,2020,732313.0,756020.0,3148475.0,732313.0,653024.0,77521.0,1498.0,127.0,0.0,0.0,143.0,0.0
All Types Of Building,Region Vii (Central Visayas),City Of Cebu,2020,219984.0,237797.0,957125.0,219984.0,113838.0,93516.0,7938.0,2480.0,778.0,1006.0,414.0,14.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),City Of Cebu,2020,11002.0,11506.0,34654.0,11002.0,2551.0,5839.0,1616.0,888.0,89.0,0.0,19.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),City Of Cebu,2020,431.0,500.0,1299.0,431.0,167.0,160.0,59.0,30.0,9.0,1.0,5.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),City Of Cebu,2020,2289.0,2345.0,5635.0,2289.0,0.0,0.0,0.0,681.0,537.0,993.0,78.0,0.0
Duplex,Region Vii (Central Visayas),City Of Cebu,2020,6214.0,6668.0,26140.0,6214.0,2368.0,3559.0,230.0,39.0,0.0,0.0,18.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),City Of Cebu,2020,72.0,75.0,172.0,72.0,23.0,18.0,10.0,18.0,3.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),City Of Cebu,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),City Of Cebu,2020,6728.0,7056.0,24234.0,6728.0,1963.0,3888.0,534.0,162.0,140.0,12.0,29.0,0.0
Other Types Of Building,Region Vii (Central Visayas),City Of Cebu,2020,14.0,15.0,62.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Single House,Region Vii (Central Visayas),City Of Cebu,2020,193234.0,209632.0,864929.0,193234.0,106766.0,80052.0,5489.0,662.0,0.0,0.0,265.0,0.0
All Types Of Building,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,127300.0,129628.0,494605.0,127300.0,88562.0,36363.0,1373.0,319.0,399.0,215.0,68.0,1.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,14696.0,14943.0,46444.0,14696.0,4491.0,9332.0,645.0,192.0,35.0,0.0,1.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,136.0,149.0,404.0,136.0,82.0,41.0,10.0,2.0,0.0,0.0,1.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,276.0,277.0,642.0,276.0,0.0,0.0,0.0,0.0,79.0,183.0,14.0,0.0
Duplex,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,4108.0,4183.0,15327.0,4108.0,2703.0,1340.0,56.0,5.0,0.0,0.0,4.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,10.0,11.0,35.0,10.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,7516.0,7607.0,25931.0,7516.0,2420.0,4593.0,153.0,16.0,285.0,32.0,17.0,0.0
Other Types Of Building,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Single House,Region Vii (Central Visayas),City Of Lapu-Lapu (Opon),2020,100557.0,102457.0,405821.0,100557.0,78863.0,21053.0,506.0,104.0,0.0,0.0,31.0,0.0
All Types Of Building,Region Vii (Central Visayas),City Of Mandaue,2020,99903.0,102750.0,359032.0,99903.0,55887.0,40303.0,1967.0,681.0,122.0,749.0,190.0,4.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),City Of Mandaue,2020,8050.0,8268.0,23177.0,8050.0,2775.0,4387.0,598.0,210.0,53.0,0.0,27.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),City Of Mandaue,2020,262.0,303.0,604.0,262.0,109.0,98.0,49.0,5.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),City Of Mandaue,2020,1106.0,1123.0,2341.0,1106.0,0.0,0.0,0.0,281.0,65.0,687.0,73.0,0.0
Duplex,Region Vii (Central Visayas),City Of Mandaue,2020,2590.0,2684.0,9546.0,2590.0,1212.0,1330.0,42.0,4.0,0.0,0.0,2.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),City Of Mandaue,2020,4.0,4.0,12.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),City Of Mandaue,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),City Of Mandaue,2020,4284.0,4364.0,13021.0,4284.0,1530.0,2533.0,102.0,30.0,2.0,62.0,25.0,0.0
Other Types Of Building,Region Vii (Central Visayas),City Of Mandaue,2020,4.0,7.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Single House,Region Vii (Central Visayas),City Of Mandaue,2020,83603.0,85997.0,310319.0,83603.0,50258.0,31955.0,1176.0,151.0,0.0,0.0,63.0,0.0
All Types Of Building,Region Vii (Central Visayas),Negros Oriental,2020,343272.0,347927.0,1428486.0,343272.0,300238.0,42567.0,376.0,32.0,5.0,0.0,42.0,12.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),Negros Oriental,2020,2265.0,2296.0,7538.0,2265.0,966.0,1248.0,48.0,3.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),Negros Oriental,2020,236.0,239.0,863.0,236.0,131.0,77.0,22.0,6.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),Negros Oriental,2020,12.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0
Duplex,Region Vii (Central Visayas),Negros Oriental,2020,3412.0,3483.0,13518.0,3412.0,2424.0,964.0,24.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),Negros Oriental,2020,39.0,42.0,148.0,39.0,25.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),Negros Oriental,2020,2.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),Negros Oriental,2020,2165.0,2205.0,8789.0,2165.0,1548.0,607.0,7.0,3.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Vii (Central Visayas),Negros Oriental,2020,12.0,12.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Single House,Region Vii (Central Visayas),Negros Oriental,2020,335129.0,339636.0,1397575.0,335129.0,295144.0,39659.0,274.0,19.0,0.0,0.0,33.0,0.0
All Types Of Building,Region Vii (Central Visayas),Siquijor,2020,25698.0,25803.0,103012.0,25698.0,23270.0,2382.0,39.0,3.0,1.0,0.0,2.0,1.0
Apartment/Accessoria/Row House,Region Vii (Central Visayas),Siquijor,2020,28.0,28.0,64.0,28.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Vii (Central Visayas),Siquijor,2020,35.0,35.0,105.0,35.0,23.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Vii (Central Visayas),Siquijor,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Vii (Central Visayas),Siquijor,2020,57.0,60.0,224.0,57.0,41.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Vii (Central Visayas),Siquijor,2020,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Vii (Central Visayas),Siquijor,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Vii (Central Visayas),Siquijor,2020,10.0,10.0,35.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Vii (Central Visayas),Siquijor,2020,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Single House,Region Vii (Central Visayas),Siquijor,2020,25565.0,25667.0,102580.0,25565.0,23189.0,2335.0,38.0,1.0,0.0,0.0,2.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),Biliran,2020,42634.0,43049.0,178711.0,42634.0,39185.0,3330.0,96.0,20.0,1.0,0.0,2.0,0.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),Biliran,2020,1007.0,1008.0,3761.0,1007.0,891.0,90.0,17.0,9.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),Biliran,2020,45.0,49.0,145.0,45.0,30.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),Biliran,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Viii (Eastern Visayas),Biliran,2020,154.0,159.0,596.0,154.0,129.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),Biliran,2020,1.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),Biliran,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),Biliran,2020,34.0,35.0,103.0,34.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),Biliran,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region Viii (Eastern Visayas),Biliran,2020,41393.0,41795.0,174098.0,41393.0,38111.0,3195.0,76.0,9.0,0.0,0.0,2.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),City Of Tacloban,2020,55353.0,57236.0,249390.0,55353.0,38491.0,16200.0,534.0,101.0,13.0,0.0,8.0,6.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),City Of Tacloban,2020,9491.0,9614.0,41835.0,9491.0,5932.0,3490.0,50.0,18.0,0.0,0.0,1.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),City Of Tacloban,2020,190.0,204.0,715.0,190.0,52.0,63.0,44.0,18.0,13.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),City Of Tacloban,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Viii (Eastern Visayas),City Of Tacloban,2020,1285.0,1308.0,5386.0,1285.0,802.0,456.0,23.0,4.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),City Of Tacloban,2020,7.0,7.0,28.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),City Of Tacloban,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),City Of Tacloban,2020,431.0,438.0,1462.0,431.0,225.0,193.0,13.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),City Of Tacloban,2020,6.0,6.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Single House,Region Viii (Eastern Visayas),City Of Tacloban,2020,43943.0,45659.0,199945.0,43943.0,31477.0,11994.0,404.0,61.0,0.0,0.0,7.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),Eastern Samar,2020,114960.0,115766.0,475818.0,114960.0,92232.0,22257.0,413.0,33.0,0.0,1.0,20.0,4.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),Eastern Samar,2020,1047.0,1049.0,4065.0,1047.0,721.0,290.0,32.0,3.0,0.0,1.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),Eastern Samar,2020,47.0,47.0,177.0,47.0,27.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),Eastern Samar,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Viii (Eastern Visayas),Eastern Samar,2020,1224.0,1229.0,4876.0,1224.0,904.0,309.0,9.0,0.0,0.0,0.0,2.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),Eastern Samar,2020,5.0,5.0,11.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),Eastern Samar,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),Eastern Samar,2020,360.0,362.0,1393.0,360.0,275.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),Eastern Samar,2020,4.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Single House,Region Viii (Eastern Visayas),Eastern Samar,2020,112273.0,113070.0,465287.0,112273.0,90305.0,21556.0,365.0,29.0,0.0,0.0,18.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),Leyte *,2020,438893.0,443328.0,1770416.0,438893.0,396903.0,40936.0,934.0,60.0,2.0,0.0,39.0,19.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),Leyte *,2020,8021.0,8082.0,33095.0,8021.0,6155.0,1782.0,75.0,9.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),Leyte *,2020,306.0,307.0,1059.0,306.0,164.0,121.0,17.0,2.0,2.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),Leyte *,2020,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Duplex,Region Viii (Eastern Visayas),Leyte *,2020,7315.0,7395.0,28166.0,7315.0,6002.0,1273.0,40.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),Leyte *,2020,31.0,35.0,96.0,31.0,21.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),Leyte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),Leyte *,2020,2130.0,2153.0,7982.0,2130.0,1345.0,745.0,34.0,6.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),Leyte *,2020,19.0,19.0,43.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Single House,Region Viii (Eastern Visayas),Leyte *,2020,421070.0,425336.0,1699969.0,421070.0,383216.0,37008.0,767.0,41.0,0.0,0.0,38.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),Northern Samar,2020,137759.0,139842.0,636790.0,137759.0,114120.0,23043.0,529.0,43.0,2.0,0.0,21.0,1.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),Northern Samar,2020,177.0,178.0,756.0,177.0,113.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),Northern Samar,2020,80.0,84.0,340.0,80.0,43.0,30.0,5.0,1.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),Northern Samar,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Viii (Eastern Visayas),Northern Samar,2020,1329.0,1353.0,5630.0,1329.0,877.0,432.0,18.0,2.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),Northern Samar,2020,20.0,20.0,89.0,20.0,6.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),Northern Samar,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),Northern Samar,2020,303.0,305.0,1174.0,303.0,179.0,103.0,17.0,4.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),Northern Samar,2020,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Single House,Region Viii (Eastern Visayas),Northern Samar,2020,135849.0,137901.0,628800.0,135849.0,112902.0,22411.0,479.0,36.0,0.0,0.0,21.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),Samar (Western Samar),2020,178614.0,181732.0,790851.0,178614.0,145301.0,31989.0,1110.0,126.0,17.0,0.0,67.0,4.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),Samar (Western Samar),2020,1881.0,1892.0,7220.0,1881.0,1312.0,404.0,132.0,25.0,8.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),Samar (Western Samar),2020,81.0,84.0,344.0,81.0,26.0,34.0,16.0,5.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),Samar (Western Samar),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Viii (Eastern Visayas),Samar (Western Samar),2020,3455.0,3524.0,14361.0,3455.0,2393.0,1018.0,29.0,12.0,0.0,0.0,3.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),Samar (Western Samar),2020,12.0,15.0,45.0,12.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),Samar (Western Samar),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),Samar (Western Samar),2020,986.0,996.0,3844.0,986.0,560.0,370.0,42.0,1.0,9.0,0.0,4.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),Samar (Western Samar),2020,4.0,4.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Single House,Region Viii (Eastern Visayas),Samar (Western Samar),2020,172195.0,175217.0,765020.0,172195.0,141007.0,30158.0,891.0,79.0,0.0,0.0,60.0,0.0
All Types Of Building,Region Viii (Eastern Visayas),Southern Leyte,2020,100046.0,100860.0,428465.0,100046.0,91285.0,8371.0,331.0,48.0,0.0,0.0,6.0,5.0
Apartment/Accessoria/Row House,Region Viii (Eastern Visayas),Southern Leyte,2020,639.0,643.0,2397.0,639.0,313.0,228.0,77.0,21.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Viii (Eastern Visayas),Southern Leyte,2020,111.0,113.0,411.0,111.0,92.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Viii (Eastern Visayas),Southern Leyte,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Viii (Eastern Visayas),Southern Leyte,2020,2691.0,2713.0,11354.0,2691.0,2399.0,278.0,14.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Viii (Eastern Visayas),Southern Leyte,2020,12.0,12.0,33.0,12.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Viii (Eastern Visayas),Southern Leyte,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Viii (Eastern Visayas),Southern Leyte,2020,319.0,323.0,1295.0,319.0,234.0,75.0,7.0,3.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Viii (Eastern Visayas),Southern Leyte,2020,5.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Single House,Region Viii (Eastern Visayas),Southern Leyte,2020,96269.0,97051.0,412955.0,96269.0,88243.0,7767.0,229.0,24.0,0.0,0.0,6.0,0.0
All Types Of Building,Region X (Northern Mindanao),Bukidnon,2020,347980.0,357098.0,1537581.0,347980.0,323015.0,24342.0,413.0,72.0,0.0,0.0,129.0,9.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),Bukidnon,2020,1225.0,1259.0,4245.0,1225.0,917.0,263.0,40.0,5.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region X (Northern Mindanao),Bukidnon,2020,546.0,558.0,2021.0,546.0,444.0,87.0,10.0,2.0,0.0,0.0,3.0,0.0
Condominium/Condotel,Region X (Northern Mindanao),Bukidnon,2020,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Duplex,Region X (Northern Mindanao),Bukidnon,2020,3777.0,3887.0,15205.0,3777.0,3082.0,680.0,9.0,6.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region X (Northern Mindanao),Bukidnon,2020,52.0,57.0,194.0,52.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region X (Northern Mindanao),Bukidnon,2020,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Other Multi-Unit Residential,Region X (Northern Mindanao),Bukidnon,2020,1774.0,1821.0,6706.0,1774.0,1377.0,391.0,2.0,0.0,0.0,0.0,4.0,0.0
Other Types Of Building,Region X (Northern Mindanao),Bukidnon,2020,9.0,9.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Single House,Region X (Northern Mindanao),Bukidnon,2020,340595.0,349505.0,1509169.0,340595.0,317160.0,22904.0,352.0,59.0,0.0,0.0,120.0,0.0
All Types Of Building,Region X (Northern Mindanao),Camiguin,2020,21821.0,22281.0,92696.0,21821.0,18858.0,2917.0,46.0,0.0,0.0,0.0,0.0,0.0
Apartment/Accessoria/Row House,Region X (Northern Mindanao),Camiguin,2020,36.0,38.0,147.0,36.0,22.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
