Region,City/Province,Year,"Occupied Housing Units, Number of Households, Household Population, by Type of Building and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 2,Unnamed: 3,Unnamed: 4,"Occupied Housing Units by Floor Area, Number of Occupants in Each Housing Unit and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,"Occupied Housing Units by Type of Building, Number of Floors, and Province/Highly Urbanized City: Philippines, 2020"
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,3901,258,572,,758,564,728,450,264,102,96,55,40,11,3,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,18300,575,1440,,4123,5596,2992,1201,518,466,622,285,473,8,1,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,13145,226,644,,1734,2311,2361,1414,970,804,809,643,1169,59,1,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,43037,491,2100,,4958,6222,5207,2794,1590,1014,1117,533,1752,15253,6,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,14459,167,974,,2625,3225,3636,1231,628,437,421,405,467,239,4,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,24564,644,1952,,3718,4603,3756,2382,1432,1315,1273,1297,1988,202,2,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,19585,292,1898,,4220,4322,3062,1422,629,673,549,256,252,2004,6,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,30863,489,2373,,5590,7648,7188,2857,1370,1104,664,430,481,668,1,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,1255,9,66,,258,329,286,107,83,35,41,23,13,5,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,4926,10,105,,438,1169,1204,770,451,346,186,99,147,1,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,2012,26,292,,535,479,337,125,99,50,31,23,14,0,1,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,18321,125,1429,,4719,4065,3115,1931,1029,839,472,299,289,0,9,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,6323,67,613,,1843,1845,938,453,228,147,77,58,50,4,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,3338,4,69,,228,1209,766,453,274,147,100,48,40,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,5436,20,321,,1056,1294,1024,726,446,282,146,77,43,0,1,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,14139,61,848,,2062,2476,2677,1955,1230,1058,668,537,564,0,3,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,13135,232,812,,1689,2663,2890,1715,1184,862,500,318,264,1,5,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,14690,821,1799,,2048,1909,2247,1766,1338,1040,739,469,511,1,2,
REGION I (ILOCOS REGION),La Union,2020,,17153,241,1279,,3094,3738,3125,2151,1358,962,601,316,286,1,1,
REGION I (ILOCOS REGION),Pangasinan,2020,,60128,2531,6080,,9759,11222,10781,7645,4769,3236,1991,1073,940,88,13,
REGION II (CAGAYAN VALLEY),Batanes,2020,,993,126,112,,150,144,174,116,57,42,34,28,10,0,0,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,20459,738,2320,,4068,4335,3799,1956,1308,816,515,312,288,4,0,
REGION II (CAGAYAN VALLEY),Isabela,2020,,28363,865,2533,,4714,5999,5967,3263,2077,1310,856,439,335,5,0,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,13260,524,1498,,2576,2226,2329,1555,912,704,419,244,269,3,1,
REGION II (CAGAYAN VALLEY),Quirino,2020,,4102,7,51,,713,1538,901,440,243,130,47,22,9,1,0,
REGION III (CENTRAL LUZON),Aurora,2020,,4672,83,543,,969,997,844,563,276,206,88,60,38,2,3,
REGION III (CENTRAL LUZON),Bataan,2020,,15036,294,1016,,2433,2744,2799,2179,1268,934,626,335,401,5,2,
REGION III (CENTRAL LUZON),Bulacan,2020,,63344,1516,3656,,8027,11019,16535,8873,4997,3414,2165,1309,1496,292,45,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,38534,1369,4114,,7038,7837,6359,4157,2784,2020,1287,738,804,24,3,
REGION III (CENTRAL LUZON),Pampanga,2020,,38098,1115,1742,,3229,4797,6970,6323,4543,4161,2120,1168,1791,138,1,
REGION III (CENTRAL LUZON),Tarlac,2020,,26176,677,1993,,3443,4806,4942,3744,2545,1712,1046,549,622,91,6,
REGION III (CENTRAL LUZON),Zambales,2020,,15132,242,1492,,3311,3438,2831,1621,871,659,339,181,142,4,1,
REGION III (CENTRAL LUZON),City of Angeles,2020,,9600,302,199,,761,1143,1912,1601,1140,745,496,382,876,41,2,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,6958,48,572,,1445,1599,1385,824,411,269,213,110,80,1,1,
REGION IV-A (CALABARZON),Batangas,2020,,59382,2000,4894,,8526,9425,11298,8308,5017,4209,2637,1570,1445,40,13,
REGION IV-A (CALABARZON),Cavite,2020,,99599,1304,4218,,9883,15915,28760,16077,9485,6028,3672,1915,2033,222,87,
REGION IV-A (CALABARZON),Laguna,2020,,102007,1973,4568,,9763,15163,28922,14614,10183,6929,4268,2902,2703,15,4,
REGION IV-A (CALABARZON),Quezon,2020,,41209,1777,5733,,9215,7640,6380,4485,2450,1698,911,510,400,9,1,
REGION IV-A (CALABARZON),Rizal,2020,,53678,1161,2748,,6183,8912,14691,7840,4150,2874,2068,1335,1695,15,6,
REGION IV-A (CALABARZON),City of Lucena,2020,,4795,48,247,,587,871,1169,781,442,290,167,94,98,1,0,
MIMAROPA REGION,Marinduque,2020,,6746,814,1292,,1536,983,785,476,263,227,172,89,101,7,1,
MIMAROPA REGION,Occidental Mindoro,2020,,9438,602,1962,,2400,1674,1140,596,366,323,182,105,83,4,1,
MIMAROPA REGION,Oriental Mindoro,2020,,16945,1045,3228,,4270,3011,2244,1225,692,500,375,180,165,9,1,
MIMAROPA REGION,Palawan,2020,,21619,4372,5706,,5044,2870,1731,743,409,248,229,128,119,20,0,
MIMAROPA REGION,Romblon,2020,,8311,375,1469,,2110,1655,1053,604,388,292,177,103,82,2,1,
MIMAROPA REGION,City of Puerto Princesa,2020,,9323,1216,1887,,1834,1226,1079,679,477,376,283,127,131,8,0,
REGION V (BICOL REGION),Albay,2020,,21927,2201,3989,,4061,3547,3087,1759,1100,874,518,357,419,13,2,
REGION V (BICOL REGION),Camarines Norte,2020,,10883,300,1797,,2861,2020,1684,876,540,365,226,108,88,11,7,
REGION V (BICOL REGION),Camarines Sur,2020,,35927,2828,6231,,7993,6520,5214,2698,1614,1183,734,447,427,30,8,
REGION V (BICOL REGION),Catanduanes,2020,,4802,107,456,,930,884,925,458,355,355,149,93,81,7,2,
REGION V (BICOL REGION),Masbate,2020,,15469,1690,4027,,4358,2498,1260,567,374,260,194,130,105,5,1,
REGION V (BICOL REGION),Sorsogon,2020,,14991,681,2215,,3152,3198,2660,1165,652,530,355,196,182,4,1,
REGION VI (WESTERN VISAYAS),Aklan,2020,,15041,351,2121,,4487,3079,1960,1246,626,468,300,189,205,8,1,
REGION VI (WESTERN VISAYAS),Antique,2020,,15292,1025,3492,,3965,2624,1633,981,594,416,257,126,159,20,0,
REGION VI (WESTERN VISAYAS),Capiz,2020,,18394,1104,3312,,5075,3397,2109,1190,703,572,384,255,275,15,3,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,5144,535,1373,,1294,753,529,279,129,117,66,33,30,5,1,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,48318,3153,8575,,11614,7541,5956,3839,2644,1938,1283,762,902,101,10,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,48695,3652,9759,,12236,7961,5316,3523,2484,1489,1022,591,640,22,0,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,11360,375,816,,1512,1633,1771,1820,1172,800,541,395,514,9,2,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,8265,123,605,,1082,1079,1204,1251,865,649,464,385,521,33,4,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,28565,2296,4810,,6475,4865,3659,2225,1358,1055,741,484,545,45,7,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,67329,6379,13565,,15947,9910,7406,4982,3066,2248,1638,989,1164,26,9,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,29519,3345,7611,,8241,3739,2379,1442,836,660,515,343,382,22,4,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,2930,50,441,,774,593,474,237,123,89,66,49,34,0,0,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,25330,1318,3125,,4649,4904,3966,2627,1244,1159,797,573,955,11,2,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,15472,1265,2943,,3503,2317,2192,1361,776,401,286,145,280,2,1,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,16385,926,2972,,3820,3051,2376,1269,630,452,320,182,382,4,1,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,3972,92,351,,890,953,720,361,241,153,92,71,48,0,0,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,12602,234,1153,,2763,3364,2131,1173,726,487,298,143,114,13,3,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,49904,3604,9930,,12855,8715,5333,3362,2038,1503,1132,672,737,14,9,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,11035,1529,2599,,2296,1665,1365,552,338,291,176,122,93,8,1,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,15306,99,1361,,4643,3677,2431,1299,805,464,291,136,75,23,2,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,10138,511,1461,,2266,1846,1511,837,550,461,295,219,177,4,0,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,4938,148,402,,915,753,902,569,354,304,216,196,177,1,1,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,20140,1873,5310,,5490,2888,1713,963,641,487,301,220,246,8,0,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,17323,528,3779,,6134,3785,1399,681,419,266,149,92,78,11,2,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,10627,490,2503,,3408,2024,1077,492,264,145,114,49,50,11,0,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,1051,7,47,,203,274,166,111,76,55,28,25,55,4,0,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,12237,396,886,,1387,1324,2219,1924,1413,1063,685,395,511,33,1,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,21372,2061,4792,,5342,3135,2120,1278,939,624,452,266,340,21,2,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,2184,73,199,,370,328,378,236,174,165,103,71,87,0,0,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,9192,412,1505,,2357,1803,1192,726,463,315,193,109,114,3,0,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,12523,1196,2641,,3029,1935,1296,853,492,380,285,199,213,2,2,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,16943,555,2140,,5534,3863,2055,1154,669,467,231,140,127,7,1,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,18380,482,1546,,3655,3990,2985,2365,1301,940,518,307,282,6,3,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,6143,106,530,,998,974,958,880,497,446,299,194,257,3,1,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,16757,1495,4227,,4781,2887,1511,760,400,322,176,94,85,17,2,
REGION XI (DAVAO REGION),Davao del Norte,2020,,20057,1014,2833,,5739,3804,2591,1576,923,751,408,205,190,20,3,
REGION XI (DAVAO REGION),Davao del Sur,2020,,18924,1851,4463,,5181,2820,1635,1028,608,449,388,238,257,3,3,
REGION XI (DAVAO REGION),Davao Occidental,2020,,5891,468,2316,,1828,721,294,112,59,37,29,14,6,7,0,
REGION XI (DAVAO REGION),Davao Oriental,2020,,10677,495,1679,,3002,2119,1195,745,549,438,247,100,100,8,0,
REGION XI (DAVAO REGION),City of Davao,2020,,58078,2573,6688,,8734,7327,8541,8839,4860,4281,2858,1638,1678,32,29,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,24383,2604,6471,,6960,3602,2021,1049,667,437,271,163,130,2,6,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,8497,757,2546,,2711,1262,582,280,162,74,54,46,22,1,0,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,21201,727,4169,,7475,4165,2313,1074,488,361,235,126,58,9,1,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,13845,475,3048,,4409,3068,1467,682,305,183,99,49,53,7,0,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,15993,479,3234,,4476,2782,2112,1388,656,440,220,78,100,19,9,
REGION XIII (CARAGA),Agusan del Norte,2020,,6579,736,1457,,1555,957,601,380,262,249,145,106,125,6,0,
REGION XIII (CARAGA),Agusan del Sur,2020,,12876,201,2122,,4690,2981,1573,617,341,146,110,52,30,8,5,
REGION XIII (CARAGA),Dinagat Islands,2020,,2544,329,562,,598,406,219,137,96,58,63,41,33,2,0,
REGION XIII (CARAGA),Surigao del Norte,2020,,10173,870,1905,,2215,1713,1263,723,497,359,308,166,147,5,2,
REGION XIII (CARAGA),Surigao del Sur,2020,,10838,153,1199,,2792,2589,1644,1029,528,384,234,152,128,3,3,
REGION XIII (CARAGA),City of Butuan,2020,,6912,453,828,,1137,991,977,789,565,481,323,163,183,19,3,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Basilan,2020,,1343,28,102,,351,377,273,111,52,22,12,6,5,4,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Lanao del Sur,2020,,892,32,85,,127,140,140,135,56,61,49,27,29,11,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Maguindanao,2020,,3212,125,384,,548,392,253,266,390,294,166,106,279,9,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Sulu,2020,,2406,43,211,,649,493,313,178,168,114,58,41,25,113,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Tawi-Tawi,2020,,911,9,40,,132,192,172,132,90,65,56,15,7,1,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Eight (8) Area Clusters**,2020,,1482,51,128,,127,154,175,309,252,130,53,37,66,0,0,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,79151,3047,8202,,14844,16536,14301,7564,4041,3153,2431,1701,1288,2002,41,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,21238,346,1480,,3660,4888,3658,2168,806,553,332,281,304,2758,4,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,11721,136,382,,1309,2833,2210,1362,915,624,587,487,872,4,0,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,33255,351,1411,,4870,7896,8444,3785,1988,1164,889,643,913,901,0,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,108065,2826,8785,,17547,21648,22796,11380,5747,4294,3474,2811,4432,2319,6,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,4607,108,295,,664,786,753,517,305,206,199,123,161,488,2,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,47218,961,2646,,6771,9445,10616,6012,3862,2694,2350,867,965,25,4,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,11417,202,806,,2776,3412,1957,1003,491,223,230,149,135,27,6,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,7622,478,1018,,1712,1320,1345,739,496,205,144,92,60,12,1,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,27146,654,1463,,5085,8322,5148,2315,1142,921,956,475,653,12,0,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,23611,272,1013,,2925,4573,4723,2691,1758,1490,1397,1266,1497,3,3,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,34621,348,1270,,3872,4957,4680,2698,1289,1107,893,533,977,11996,1,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,21673,178,1236,,3659,5017,5690,2137,1042,709,675,765,465,100,0,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,28716,634,2159,,4765,5582,4551,2437,1529,1532,1284,1275,1842,1125,1,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,22049,267,2008,,5106,4480,3548,1828,776,684,432,310,273,2337,0,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,43383,579,2711,,7582,10389,10423,4898,2135,1810,990,641,551,674,0,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,1972,13,46,,300,502,545,235,122,80,65,36,25,3,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,7383,11,57,,456,1595,1932,1153,788,610,372,202,205,2,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,3419,21,307,,703,881,634,349,221,141,86,44,32,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,15248,48,591,,2741,3242,3006,2012,1197,1052,558,429,363,0,9,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,5286,30,262,,1167,1572,958,568,294,174,127,68,64,2,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,4799,9,41,,243,1552,1116,735,491,285,140,114,73,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,4687,13,200,,783,1100,924,664,403,300,161,96,43,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,16216,42,349,,1588,2434,3151,2653,1734,1585,988,817,874,0,1,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,20550,201,862,,2080,3978,4819,3071,2001,1598,926,545,469,0,0,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,22161,925,2309,,2798,2914,3699,2877,2193,1671,1197,758,817,3,0,
REGION I (ILOCOS REGION),La Union,2020,,26747,196,1059,,3623,5667,5570,3961,2608,1846,1087,604,523,3,0,
REGION I (ILOCOS REGION),Pangasinan,2020,,97498,2386,7164,,13279,18145,19436,14374,8899,6243,3698,1992,1735,136,11,
REGION II (CAGAYAN VALLEY),Batanes,2020,,910,45,74,,118,127,188,112,59,73,42,39,31,1,1,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,35295,767,2847,,6057,7422,7491,4042,2659,1835,1086,580,505,4,0,
REGION II (CAGAYAN VALLEY),Isabela,2020,,53412,913,3170,,7186,10559,12372,7587,4891,3127,1909,900,794,4,0,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,18476,452,1462,,2682,3111,3544,2610,1693,1290,769,408,453,2,0,
REGION II (CAGAYAN VALLEY),Quirino,2020,,6089,1,23,,324,2184,1639,881,577,263,141,37,19,0,0,
REGION III (CENTRAL LUZON),Aurora,2020,,7298,62,504,,1312,1511,1508,1004,580,391,238,101,85,1,1,
REGION III (CENTRAL LUZON),Bataan,2020,,29341,383,1313,,3795,5081,5768,4696,2973,2242,1370,821,892,7,0,
REGION III (CENTRAL LUZON),Bulacan,2020,,114635,1884,4842,,12310,18898,31797,17787,9758,7049,4318,2566,2944,443,39,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,78780,1856,5907,,13359,16571,14412,9314,6356,4764,2834,1626,1751,29,1,
REGION III (CENTRAL LUZON),Pampanga,2020,,71673,1896,3025,,5734,8713,12985,11425,8820,8494,4377,2490,3599,111,4,
REGION III (CENTRAL LUZON),Tarlac,2020,,48149,773,2658,,5669,8172,9455,7750,5118,3776,2186,1198,1267,122,5,
REGION III (CENTRAL LUZON),Zambales,2020,,24886,185,1460,,4738,5706,5122,3250,1825,1303,662,340,280,13,2,
REGION III (CENTRAL LUZON),City of Angeles,2020,,16729,454,218,,1231,1742,3350,2903,2194,1497,855,644,1592,44,5,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,10077,26,376,,1714,2290,2170,1530,781,494,384,175,137,0,0,
REGION IV-A (CALABARZON),Batangas,2020,,92706,2243,5741,,11954,14618,18050,13792,9048,7280,4624,2706,2614,25,11,
REGION IV-A (CALABARZON),Cavite,2020,,153300,1312,4322,,12484,22486,46369,26969,15953,10638,6291,3068,3163,189,56,
REGION IV-A (CALABARZON),Laguna,2020,,139406,2171,5140,,11311,18570,39054,22909,15168,10489,6365,4626,3586,11,6,
REGION IV-A (CALABARZON),Quezon,2020,,67227,1666,6594,,14511,12960,11455,8408,4885,3315,1728,952,729,24,0,
REGION IV-A (CALABARZON),Rizal,2020,,95622,1563,3940,,9348,15234,27408,15476,8060,5480,3869,2374,2851,18,1,
REGION IV-A (CALABARZON),City of Lucena,2020,,8547,47,257,,824,1325,2273,1617,892,578,366,227,139,2,0,
MIMAROPA REGION,Marinduque,2020,,9542,699,1468,,2220,1592,1257,776,455,398,297,198,172,10,0,
MIMAROPA REGION,Occidental Mindoro,2020,,16988,768,2810,,4230,3442,2328,1331,789,579,339,197,169,6,0,
MIMAROPA REGION,Oriental Mindoro,2020,,27647,953,3941,,7079,5364,4183,2390,1348,1010,711,344,318,6,0,
MIMAROPA REGION,Palawan,2020,,31576,4513,7749,,7725,4822,3176,1415,735,527,398,262,229,25,0,
MIMAROPA REGION,Romblon,2020,,11180,310,1378,,2655,2358,1759,932,655,474,295,186,173,5,0,
MIMAROPA REGION,City of Puerto Princesa,2020,,13211,1214,2177,,2443,1840,1820,1248,867,746,429,212,208,7,0,
REGION V (BICOL REGION),Albay,2020,,34074,2365,5215,,6076,5834,5763,3236,1988,1511,936,570,567,12,1,
REGION V (BICOL REGION),Camarines Norte,2020,,16444,201,1572,,4083,3275,2898,1658,1121,683,545,230,169,9,0,
REGION V (BICOL REGION),Camarines Sur,2020,,53533,2537,7321,,11126,10391,9073,5032,2878,2069,1351,863,819,72,1,
REGION V (BICOL REGION),Catanduanes,2020,,7190,59,410,,1128,1341,1593,864,620,593,290,158,128,5,1,
REGION V (BICOL REGION),Masbate,2020,,25620,1635,5422,,7605,5108,2532,1180,765,544,337,241,243,8,0,
REGION V (BICOL REGION),Sorsogon,2020,,21674,587,2193,,4260,4873,4317,2086,1281,910,537,308,315,6,1,
REGION VI (WESTERN VISAYAS),Aklan,2020,,19567,161,1245,,4562,4756,3282,2129,1197,940,556,372,362,5,0,
REGION VI (WESTERN VISAYAS),Antique,2020,,19372,664,2948,,5101,3846,2594,1550,963,764,431,243,247,20,1,
REGION VI (WESTERN VISAYAS),Capiz,2020,,27445,794,3148,,6960,5688,3918,2426,1438,1179,803,528,539,23,1,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,6570,234,1195,,1731,1306,920,486,267,174,130,69,56,2,0,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,69822,2414,8276,,15497,12500,9851,6890,4703,3850,2470,1518,1728,122,3,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,75390,3110,10878,,19481,13824,9380,6585,4615,2928,2060,1192,1306,31,0,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,17441,307,866,,1866,2421,2839,3296,1963,1479,914,673,808,6,3,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,11694,87,547,,1291,1391,1926,2104,1342,1009,728,536,710,23,0,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,43345,2009,5565,,9866,7910,6408,3912,2503,1975,1271,851,994,78,3,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,101167,6320,15788,,24055,16277,13191,9225,5511,4281,2785,1627,2074,32,1,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,44019,2910,8619,,13558,6829,4377,2565,1572,1330,923,623,686,21,6,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,3792,28,188,,867,999,745,366,225,169,94,62,48,0,1,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,29533,793,2786,,5363,5910,5298,3643,1778,1441,927,723,863,7,1,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,20856,1050,2774,,4231,3563,3675,2416,1342,768,480,262,295,0,0,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,18204,748,2541,,4077,3517,3049,1741,869,622,381,265,383,9,2,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,6216,46,303,,1079,1571,1362,679,429,326,205,113,103,0,0,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,16468,140,813,,2929,4173,3424,1938,1235,819,519,248,224,6,0,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,66961,2379,9223,,17051,13155,8930,5436,3535,2646,1957,1225,1405,16,3,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,16747,1548,3282,,3527,2855,2572,1154,611,498,279,221,191,9,0,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,24106,49,927,,6552,5938,4448,2476,1633,1008,592,298,153,32,0,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,13836,395,1362,,2997,2595,2318,1342,915,732,515,364,298,2,1,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,7524,96,440,,1136,1105,1514,1095,638,560,368,304,266,0,2,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,32445,1850,6499,,9790,5569,3295,1848,1161,971,597,374,474,17,0,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,29508,243,2847,,9778,9423,3371,1558,925,611,384,199,161,6,2,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,18150,367,2878,,5970,4050,2315,1070,612,342,259,129,112,46,0,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,2101,14,56,,341,502,374,237,174,152,90,72,86,3,0,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,26948,515,1476,,2554,2769,5017,4697,3316,2700,1638,995,1205,62,4,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,35987,2319,6527,,9300,6141,3870,2432,1831,1326,980,610,626,23,2,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,2895,36,181,,417,403,486,398,279,280,162,129,124,0,0,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,17536,346,1833,,4069,3880,2794,1815,1094,726,483,280,211,5,0,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,19656,1144,3007,,5053,3582,2384,1471,950,806,530,342,369,17,1,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,27543,445,2138,,7911,6954,4211,2467,1411,979,466,306,247,6,2,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,27920,406,1527,,4249,5839,5208,4428,2534,1824,895,542,464,3,1,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,10662,126,636,,1469,1569,1795,1794,1054,895,566,348,409,1,0,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,24661,1262,4512,,7458,5247,2708,1412,747,569,319,222,193,12,0,
REGION XI (DAVAO REGION),Davao del Norte,2020,,33258,1032,3273,,8559,6617,5325,3275,1971,1555,743,493,384,30,1,
REGION XI (DAVAO REGION),Davao del Sur,2020,,26914,1730,5049,,7890,4749,2716,1542,1067,808,636,364,352,11,0,
REGION XI (DAVAO REGION),Davao Occidental,2020,,10876,348,3226,,4347,1710,683,249,123,71,64,31,18,6,0,
