Region,IncomeGroup,Value,Year
Cagayan,9th Decile,86833.08,2021
Isabela,10th Decile,120811.82,2021
Nueva Vizcaya,All Income Groups,35394.13,2021
Quirino,1st Decile,14957.96,2021
REGION III - CENTRAL LUZON,3rd Decile,982521.54,2021
Aurora,4th Decile,15420.13,2021
Bataan,5th Decile,76371.47,2021
Bulacan,6th Decile,301231.77,2021
Nueva Ecija,7th Decile,153064.11,2021
Pampanga (Excluding City of Angeles),8th Decile,208224.49,2021
City of Angeles,9th Decile,56827.9,2021
Tarlac,10th Decile,107978.41,2021
Zambales (Excluding City of Olongapo),All Income Groups,42752.79,2021
City of Olongapo,1st Decile,20650.47,2021
REGION IVA - CALABARZON,3rd Decile,1473719.35,2021
Batangas,4th Decile,270317.58,2021
Cavite,5th Decile,426816.26,2021
Laguna,6th Decile,326574.32,2021
Quezon (Excluding City of Lucena),7th Decile,105817.25,2021
City of Lucena,8th Decile,21943.32,2021
Rizal,9th Decile,322250.62,2021
MIMAROPA REGION,All Income Groups,200723.78,2021
Marinduque,1st Decile,13151.6,2021
Occidental Mindoro,2nd Decile,31183.79,2021
Oriental Mindoro,3rd Decile,60870.13,2021
Palawan (Excluding City of Puerto Princesa),4th Decile,55649.38,2021
City of Puerto Princesa,5th Decile,24099.61,2021
Romblon,6th Decile,15769.27,2021
REGION V - BICOL REGION,8th Decile,337218.04,2021
Albay,9th Decile,88994.16,2021
Camarines Norte,10th Decile,39512.56,2021
Camarines Sur,All Income Groups,105951.9,2021
Catanduanes,1st Decile,17247.96,2021
Masbate,2nd Decile,43587.47,2021
Sorsogon,3rd Decile,41923.99,2021
REGION VI - WESTERN VISAYAS,5th Decile,339848.92,2021
Aklan,6th Decile,43355.14,2021
Antique,7th Decile,38872.05,2021
Capiz,8th Decile,51242.18,2021
Iloilo (Excluding City of Iloilo),9th Decile,150225.52,2021
City of Iloilo,10th Decile,44791.84,2021
Guimaras,All Income Groups,11362.19,2021
NEGROS ISLAND REGION,2nd Decile,272073.12,2021
Negros Occidental (Excluding City of Bacolod),3rd Decile,130457.84,2021
City of Bacolod,4th Decile,50466.85,2021
Negros Oriental,5th Decile,83154.45,2021
Siquijor,6th Decile,7993.97,2021
REGION VII - CENTRAL VISAYAS,8th Decile,469990.58,2021
Bohol,9th Decile,79760.94,2021
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),10th Decile,212854.87,2021
City of Cebu,All Income Groups,84729.07,2021
City of Lapu-Lapu (Opon),1st Decile,51923.31,2021
City of Mandaue ,2nd Decile,40722.38,2021
REGION VIII - EASTERN VISAYAS,4th Decile,275375.47,2021
Eastern Samar,5th Decile,30737,2021
Leyte (Excluding City of Tacloban),6th Decile,105801.03,2021
City of Tacloban,7th Decile,22929.77,2021
Northern Samar,8th Decile,36725.44,2021
Samar (Western Samar),9th Decile,42696.33,2021
Southern Leyte,10th Decile,24129.63,2021
Biliran,All Income Groups,12356.26,2021
REGION IX - ZAMBOANGA PENINSULA,2nd Decile,208595.22,2021
Zamboanga Del Norte,3rd Decile,53578.76,2021
Zamboanga Del Sur (Excluding City of Zamboanga),4th Decile,51600.8,2021
City of Zamboanga,5th Decile,57821.19,2021
Zamboanga Sibugay,6th Decile,39530.15,2021
Isabela City,7th Decile,6064.32,2021
REGION X - NORTHERN MINDANAO,9th Decile,306603.44,2021
Bukidnon,10th Decile,86548.18,2021
Camiguin,All Income Groups,6479.63,2021
Lanao Del Norte (Excluding City of Iligan),1st Decile,29893.9,2021
City of Iligan,2nd Decile,25502.45,2021
Misamis Occidental,3rd Decile,35880.6,2021
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",4th Decile,53385.44,2021
City of Cagayan de Oro,5th Decile,68913.24,2021
REGION XI - DAVAO REGION,7th Decile,392797.22,2021
Davao Del Norte,8th Decile,64957.96,2021
Davao Del Sur (Excluding City of Davao),9th Decile,50883.28,2021
City of Davao,10th Decile,192210.28,2021
Davao Oriental,All Income Groups,31179.28,2021
Davao De Oro,1st Decile,38896.51,2021
Davao Occidental,2nd Decile,14669.91,2021
REGION XII - SOCCSKSARGEN1/,4th Decile,268925.14,2021
Cotabato (North Cotabato),5th Decile,88254.69,2021
South Cotabato (Excluding City of General Santos),6th Decile,63920.56,2021
City of General Santos (Dadiangas),7th Decile,51764.22,2021
Sultan Kudarat,8th Decile,40656.13,2021
Sarangani,9th Decile,24329.54,2021
CARAGA,All Income Groups,165836.95,2021
Agusan Del Norte (Excluding City of Butuan),1st Decile,22315.31,2021
City of Butuan,2nd Decile,27637.6,2021
Agusan Del Sur,3rd Decile,37932.41,2021
Surigao Del Norte,4th Decile,33771.92,2021
Surigao Del Sur,5th Decile,36851.32,2021
Dinagat Islands,6th Decile,7328.39,2021
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,8th Decile,142660.13,2021
Basilan,9th Decile,10711.96,2021
Lanao Del Sur,10th Decile,43823.73,2021
Maguindanao ,All Income Groups,35870.12,2021
Maguindanao del Norte,1st Decile,,2021
Maguindanao del Sur,2nd Decile,,2021
Sulu,3rd Decile,24633.83,2021
Tawi-Tawi,4th Decile,13591.24,2021
Cotabato City,5th Decile,14029.24,2021
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",6th Decile,,2021
Notes:,8th Decile,,2021
p - Estimates are preliminary and may change,9th Decile,,2021
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",10th Decile,,2021
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",All Income Groups,,2021
Details may not add up to total due to rounding.,1st Decile,,2021
PHILIPPINES,2nd Decile,306262.87,2021
NATIONAL CAPITAL REGION,4th Decile,77163.78,2021
NCR I,5th Decile,,2021
City of Manila,6th Decile,12756.53,2021
NCR II,7th Decile,,2021
City of Mandaluyong,8th Decile,3956.37,2021
City of San Juan,9th Decile,869.95,2021
Quezon City,10th Decile,17265.27,2021
City of Marikina,All Income Groups,2408.44,2021
City of Pasig,1st Decile,4587.14,2021
NCR III,2nd Decile,,2021
City of Caloocan,3rd Decile,7449.83,2021
City of Malabon,4th Decile,1850.47,2021
City of Navotas,5th Decile,1336.5,2021
City of Valenzuela,6th Decile,3450.18,2021
NCR IV,7th Decile,,2021
City of Las Piñas,8th Decile,3336.31,2021
City of Muntinlupa,9th Decile,3222.96,2021
City of Parañaque,10th Decile,4193.32,2021
Pasay City,All Income Groups,2364.5,2021
City of Makati,1st Decile,4661.32,2021
Pateros,2nd Decile,275.72,2021
City of Taguig,3rd Decile,5348.52,2021
CAR - CORDILLERA ADMINISTRATIVE REGION,5th Decile,6263.21,2021
Abra,6th Decile,694.62,2021
Benguet (Excluding City of Baguio),7th Decile,1677.34,2021
City of Baguio,8th Decile,1940.61,2021
Ifugao,9th Decile,667.48,2021
Kalinga,10th Decile,734.24,2021
Mountain Province,All Income Groups,508.43,2021
Apayao,1st Decile,405.15,2021
REGION I - ILOCOS REGION,3rd Decile,16270.55,2021
Ilocos Norte,4th Decile,3018.59,2021
Ilocos Sur,5th Decile,2141.28,2021
La Union,6th Decile,2687.57,2021
Pangasinan,7th Decile,9158.39,2021
REGION II - CAGAYAN VALLEY,9th Decile,10625.43,2021
Batanes,10th Decile,97.48,2021
Cagayan,All Income Groups,3843.27,2021
Isabela,1st Decile,4529.05,2021
Nueva Vizcaya,2nd Decile,1557.79,2021
Quirino,3rd Decile,674.45,2021
REGION III - CENTRAL LUZON,5th Decile,45272.97,2021
Aurora,6th Decile,615.34,2021
Bataan,7th Decile,2889.87,2021
Bulacan,8th Decile,13696.51,2021
Nueva Ecija,9th Decile,7913.22,2021
Pampanga (Excluding City of Angeles),10th Decile,12836.63,2021
City of Angeles,All Income Groups,3435.55,2021
Tarlac,1st Decile,5397.04,2021
Zambales (Excluding City of Olongapo),2nd Decile,2308.95,2021
City of Olongapo,3rd Decile,1125.59,2021
REGION IVA - CALABARZON,5th Decile,61298.83,2021
Batangas,6th Decile,13491.75,2021
Cavite,7th Decile,18926.84,2021
Laguna,8th Decile,14014.76,2021
Quezon (Excluding City of Lucena),9th Decile,4796.6,2021
City of Lucena,10th Decile,1039.3,2021
Rizal,All Income Groups,15356.55,2021
MIMAROPA REGION,2nd Decile,8366.8,2021
Marinduque,3rd Decile,682.49,2021
Occidental Mindoro,4th Decile,1156.16,2021
Oriental Mindoro,5th Decile,2194.8,2021
Palawan (Excluding City of Puerto Princesa),6th Decile,2677.85,2021
City of Puerto Princesa,7th Decile,1041.91,2021
Romblon,8th Decile,760.8,2021
REGION V - BICOL REGION,10th Decile,15067.39,2021
Albay,All Income Groups,3655.57,2021
Camarines Norte,1st Decile,1696.38,2021
Camarines Sur,2nd Decile,4777.79,2021
Catanduanes,3rd Decile,760.24,2021
Masbate,4th Decile,2251.77,2021
Sorsogon,5th Decile,2185.6,2021
REGION VI - WESTERN VISAYAS,7th Decile,13536.22,2021
Aklan,8th Decile,1827.73,2021
Antique,9th Decile,1404.29,2021
Capiz,10th Decile,3057.58,2021
Iloilo (Excluding City of Iloilo),All Income Groups,5716.81,2021
City of Iloilo,1st Decile,1699.84,2021
Guimaras,2nd Decile,596.38,2021
NEGROS ISLAND REGION,4th Decile,11276.16,2021
Negros Occidental (Excluding City of Bacolod),5th Decile,6677.58,2021
City of Bacolod,6th Decile,2357.88,2021
Negros Oriental,7th Decile,2931.94,2021
Siquijor,8th Decile,369.87,2021
REGION VII - CENTRAL VISAYAS,10th Decile,16510.6,2021
Bohol,All Income Groups,2937.46,2021
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),1st Decile,7671.56,2021
City of Cebu,2nd Decile,3869.68,2021
City of Lapu-Lapu (Opon),3rd Decile,1967.13,2021
City of Mandaue ,4th Decile,1907.2,2021
REGION VIII - EASTERN VISAYAS,6th Decile,11411.64,2021
Eastern Samar,7th Decile,1302.4,2021
Leyte (Excluding City of Tacloban),8th Decile,4467.82,2021
City of Tacloban,9th Decile,778.24,2021
Northern Samar,10th Decile,1742.16,2021
Samar (Western Samar),All Income Groups,1780.14,2021
Southern Leyte,1st Decile,1146.01,2021
Biliran,2nd Decile,486.7,2021
REGION IX - ZAMBOANGA PENINSULA,4th Decile,8626.28,2021
Zamboanga Del Norte,5th Decile,2398.87,2021
Zamboanga Del Sur (Excluding City of Zamboanga),6th Decile,2069.25,2021
City of Zamboanga,7th Decile,3570.66,2021
Zamboanga Sibugay,8th Decile,1549.17,2021
Isabela City,9th Decile,319.55,2021
REGION X - NORTHERN MINDANAO,All Income Groups,13010.74,2021
Bukidnon,1st Decile,3455.78,2021
Camiguin,2nd Decile,259.11,2021
Lanao Del Norte (Excluding City of Iligan),3rd Decile,1573.56,2021
City of Iligan,4th Decile,1138.3,2021
Misamis Occidental,5th Decile,1787.71,2021
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",6th Decile,2583.04,2021
City of Cagayan de Oro,7th Decile,3064.28,2021
REGION XI - DAVAO REGION,9th Decile,16105.87,2021
Davao Del Norte,10th Decile,3317.46,2021
Davao Del Sur (Excluding City of Davao),All Income Groups,2249.08,2021
City of Davao,1st Decile,8006.42,2021
Davao Oriental,2nd Decile,1772.74,2021
Davao De Oro,3rd Decile,1951.96,2021
Davao Occidental,4th Decile,714.67,2021
REGION XII - SOCCSKSARGEN1/,6th Decile,10602.8,2021
Cotabato (North Cotabato),7th Decile,4189.09,2021
South Cotabato (Excluding City of General Santos),8th Decile,2133.08,2021
City of General Santos (Dadiangas),9th Decile,1889.9,2021
Sultan Kudarat,10th Decile,1764.69,2021
Sarangani,All Income Groups,1023.8,2021
CARAGA,2nd Decile,6769.64,2021
Agusan Del Norte (Excluding City of Butuan),3rd Decile,915.1,2021
City of Butuan,4th Decile,960.4,2021
Agusan Del Sur,5th Decile,1683.56,2021
Surigao Del Norte,6th Decile,1364.47,2021
Surigao Del Sur,7th Decile,1607.51,2021
Dinagat Islands,8th Decile,326.13,2021
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,10th Decile,8373.07,2021
Basilan,All Income Groups,658.78,2021
Lanao Del Sur,1st Decile,3862.04,2021
Maguindanao ,2nd Decile,2294.17,2021
Maguindanao del Norte,3rd Decile,,2021
Maguindanao del Sur,4th Decile,,2021
Sulu,5th Decile,1731.48,2021
Tawi-Tawi,6th Decile,836.85,2021
Cotabato City,7th Decile,788.98,2021
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",8th Decile,,2021
Notes:,10th Decile,,2021
p - Estimates are preliminary and may change,All Income Groups,,2021
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",1st Decile,,2021
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",2nd Decile,,2021
Details may not add up to total due to rounding.,3rd Decile,,2021
PHILIPPINES,4th Decile,401607.22,2021
NATIONAL CAPITAL REGION,6th Decile,91809.85,2021
NCR I,7th Decile,,2021
City of Manila,8th Decile,14367.17,2021
NCR II,9th Decile,,2021
City of Mandaluyong,10th Decile,4231.84,2021
City of San Juan,All Income Groups,924.42,2021
Quezon City,1st Decile,19203.69,2021
City of Marikina,2nd Decile,2985.1,2021
City of Pasig,3rd Decile,5527.01,2021
NCR III,4th Decile,,2021
City of Caloocan,5th Decile,8654.86,2021
City of Malabon,6th Decile,2159.84,2021
City of Navotas,7th Decile,1532.7,2021
City of Valenzuela,8th Decile,4106.42,2021
NCR IV,9th Decile,,2021
City of Las Piñas,10th Decile,3976.73,2021
City of Muntinlupa,All Income Groups,3875.35,2021
City of Parañaque,1st Decile,5262.76,2021
Pasay City,2nd Decile,2842.66,2021
City of Makati,3rd Decile,6335.13,2021
Pateros,4th Decile,378.41,2021
City of Taguig,5th Decile,6852.11,2021
CAR - CORDILLERA ADMINISTRATIVE REGION,7th Decile,8041.11,2021
Abra,8th Decile,843.86,2021
Benguet (Excluding City of Baguio),9th Decile,2188.64,2021
City of Baguio,10th Decile,2645.36,2021
Ifugao,All Income Groups,896.4,2021
Kalinga,1st Decile,891.57,2021
Mountain Province,2nd Decile,626.82,2021
Apayao,3rd Decile,504.13,2021
REGION I - ILOCOS REGION,5th Decile,22044.92,2021
Ilocos Norte,6th Decile,3890.69,2021
Ilocos Sur,7th Decile,2754.67,2021
La Union,8th Decile,3482.65,2021
Pangasinan,9th Decile,11974.72,2021
REGION II - CAGAYAN VALLEY,All Income Groups,13494.96,2021
Batanes,1st Decile,140.36,2021
Cagayan,2nd Decile,4588.6,2021
Isabela,3rd Decile,5797.67,2021
Nueva Vizcaya,4th Decile,2023.83,2021
Quirino,5th Decile,789.34,2021
REGION III - CENTRAL LUZON,7th Decile,58542.73,2021
Aurora,8th Decile,772.23,2021
Bataan,9th Decile,4054.09,2021
Bulacan,10th Decile,19038.71,2021
Nueva Ecija,All Income Groups,9155.88,2021
Pampanga (Excluding City of Angeles),1st Decile,14281.04,2021
City of Angeles,2nd Decile,3815.46,2021
Tarlac,3rd Decile,6497.31,2021
Zambales (Excluding City of Olongapo),4th Decile,2522.44,2021
City of Olongapo,5th Decile,1364.91,2021
REGION IVA - CALABARZON,7th Decile,80857,2021
Batangas,8th Decile,15926.96,2021
Cavite,9th Decile,24877.93,2021
Laguna,10th Decile,18402.11,2021
Quezon (Excluding City of Lucena),All Income Groups,6300.99,2021
City of Lucena,1st Decile,1312.24,2021
Rizal,2nd Decile,18889.84,2021
MIMAROPA REGION,4th Decile,10452.19,2021
Marinduque,5th Decile,776.24,2021
Occidental Mindoro,6th Decile,1546.83,2021
Oriental Mindoro,7th Decile,2990.86,2021
Palawan (Excluding City of Puerto Princesa),8th Decile,3257.37,2021
City of Puerto Princesa,9th Decile,1243,2021
Romblon,10th Decile,863.82,2021
REGION V - BICOL REGION,1st Decile,18571.89,2021
Albay,2nd Decile,4398.69,2021
Camarines Norte,3rd Decile,2185.84,2021
Camarines Sur,4th Decile,5771.25,2021
Catanduanes,5th Decile,943.13,2021
Masbate,6th Decile,2609.04,2021
Sorsogon,7th Decile,2693.86,2021
REGION VI - WESTERN VISAYAS,9th Decile,17075.64,2021
Aklan,10th Decile,2135.82,2021
Antique,All Income Groups,1825.85,2021
Capiz,1st Decile,3648.9,2021
Iloilo (Excluding City of Iloilo),2nd Decile,7312.75,2021
City of Iloilo,3rd Decile,2105.6,2021
Guimaras,4th Decile,747.77,2021
NEGROS ISLAND REGION,6th Decile,14590.21,2021
Negros Occidental (Excluding City of Bacolod),7th Decile,8332.31,2021
City of Bacolod,8th Decile,2837.76,2021
Negros Oriental,9th Decile,3560.31,2021
Siquijor,10th Decile,403.72,2021
REGION VII - CENTRAL VISAYAS,1st Decile,21841.63,2021
Bohol,2nd Decile,3940.48,2021
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),3rd Decile,9858.92,2021
City of Cebu,4th Decile,4800.59,2021
City of Lapu-Lapu (Opon),5th Decile,2661.73,2021
City of Mandaue ,6th Decile,2337.92,2021
REGION VIII - EASTERN VISAYAS,8th Decile,13998.55,2021
Eastern Samar,9th Decile,1453.25,2021
Leyte (Excluding City of Tacloban),10th Decile,5451.9,2021
City of Tacloban,All Income Groups,961.88,2021
Northern Samar,1st Decile,2027.52,2021
Samar (Western Samar),2nd Decile,2244.21,2021
Southern Leyte,3rd Decile,1356.98,2021
Biliran,4th Decile,600.74,2021
REGION IX - ZAMBOANGA PENINSULA,6th Decile,10751.1,2021
Zamboanga Del Norte,7th Decile,2903.18,2021
Zamboanga Del Sur (Excluding City of Zamboanga),8th Decile,2459.8,2021
City of Zamboanga,9th Decile,3906.55,2021
Zamboanga Sibugay,10th Decile,1922.08,2021
Isabela City,All Income Groups,386.14,2021
REGION X - NORTHERN MINDANAO,2nd Decile,16206.04,2021
Bukidnon,3rd Decile,4463.41,2021
Camiguin,4th Decile,343.55,2021
Lanao Del Norte (Excluding City of Iligan),5th Decile,1869.25,2021
City of Iligan,6th Decile,1458.51,2021
Misamis Occidental,7th Decile,2115.4,2021
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",8th Decile,3191.71,2021
City of Cagayan de Oro,9th Decile,3509.62,2021
REGION XI - DAVAO REGION,All Income Groups,20499.38,2021
Davao Del Norte,1st Decile,4083.84,2021
Davao Del Sur (Excluding City of Davao),2nd Decile,2793.2,2021
City of Davao,3rd Decile,9824.71,2021
Davao Oriental,4th Decile,2137.05,2021
Davao De Oro,5th Decile,2246.14,2021
Davao Occidental,6th Decile,856.86,2021
REGION XII - SOCCSKSARGEN1/,8th Decile,12984.09,2021
Cotabato (North Cotabato),9th Decile,4702.09,2021
South Cotabato (Excluding City of General Santos),10th Decile,2979.92,2021
City of General Santos (Dadiangas),All Income Groups,2448.57,2021
Sultan Kudarat,1st Decile,2040.74,2021
Sarangani,2nd Decile,1295.75,2021
CARAGA,4th Decile,8224.95,2021
Agusan Del Norte (Excluding City of Butuan),5th Decile,1157.35,2021
City of Butuan,6th Decile,1151.99,2021
Agusan Del Sur,7th Decile,2052.98,2021
Surigao Del Norte,8th Decile,1597.9,2021
Surigao Del Sur,9th Decile,1867.47,2021
Dinagat Islands,10th Decile,399.55,2021
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,1st Decile,10105.38,2021
Basilan,2nd Decile,762.15,2021
Lanao Del Sur,3rd Decile,4259.11,2021
Maguindanao ,4th Decile,2596.3,2021
Maguindanao del Norte,5th Decile,,2021
Maguindanao del Sur,6th Decile,,2021
Sulu,7th Decile,2260.21,2021
Tawi-Tawi,8th Decile,948.86,2021
Cotabato City,9th Decile,878.54,2021
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",10th Decile,,2021
Notes:,1st Decile,,2021
p - Estimates are preliminary and may change,2nd Decile,,2021
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",3rd Decile,,2021
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",4th Decile,,2021
Details may not add up to total due to rounding.,5th Decile,,2021
PHILIPPINES,6th Decile,464150.01,2021
NATIONAL CAPITAL REGION,8th Decile,103516.9,2021
NCR I,9th Decile,,2021
City of Manila,10th Decile,15252.71,2021
NCR II,All Income Groups,,2021
City of Mandaluyong,1st Decile,4447.2,2021
City of San Juan,2nd Decile,1228.94,2021
Quezon City,3rd Decile,22399.5,2021
City of Marikina,4th Decile,3725.41,2021
City of Pasig,5th Decile,6336.98,2021
NCR III,6th Decile,,2021
City of Caloocan,7th Decile,9641.16,2021
City of Malabon,8th Decile,2299.82,2021
City of Navotas,9th Decile,1649.29,2021
