region,in_scope,province,city,location,description,price,bedrooms,bathrooms,floor_area,land_area,price_per_sqm_floor,price_per_sqm_land,price_per_bedroom,bb_ratio,far,latitude,longitude
N/A,FALSE,N/A,Cainta,"Santo Domingo, Cainta","Preselling 2-Storey Townhouses in Village East Executive Subdivision, Cainta",9500000,4,3,144,136,65972.22222,69852.94118,2375000,1.333333333,1.058823529,14.5823408,121.1180438
N/A,FALSE,N/A,Santa Maria,"San Vicente, Santa Maria","Affordable House & Lot with Complete Amenities for Sale in Santa Maria, Bulacan",4400000,3,2,63.2,80,69620.25316,55000,1466666.667,1.5,0.79,14.8077154,121.0024016
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 110sqm,7810000,5,3,100,110,78100,71000,1562000,1.666666667,0.909090909,N/A,N/A
N/A,FALSE,N/A,Zamboanga,"Zambowood Rd. Boalan, Zamboanga",Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Futura by Filinvest,3275000,2,1,40.32,78.4,81225.19841,41772.95918,1637500,2,0.514285714,6.9483885,122.1148889
N/A,FALSE,N/A,Tanza,"Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza","Springfield View | Molave House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",3167300,N/A,N/A,39.64,100,79901.61453,31673,N/A,N/A,0.3964,N/A,N/A
N/A,FALSE,N/A,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria","2BR 2-Storey Townhouse for Sale at Marytown Place Ph2 in Santa Maria, Bulacan | Inner Unit (IRIS)",1800000,2,2,52,40,34615.38462,45000,900000,1,1.3,N/A,N/A
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 121sqm",8428000,5,3,142,121,59352.11268,69652.89256,1685600,1.666666667,1.173553719,14.9131781,120.2282421
N/A,FALSE,N/A,Pili,"Zone 1 Brgy. Cadlan Pili Camarines Sur Cadlan, Pili",2-Bedroom House and Lot For Sale in Camella Pili,3565000,2,1,46,63,77500,56587.30159,1782500,2,0.73015873,N/A,N/A
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",28650000,3,3,219.3,90,130642.9549,318333.3333,9550000,1,2.436666667,14.4270005,121.0452782
N/A,FALSE,N/A,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico","3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Akan Model",3500000,3,2,102.39,154,34183.02569,22727.27273,1166666.667,1.5,0.66487013,15.0941848,120.6701583
N/A,FALSE,N/A,Davao,"Tugbok, Davao","3BR 2-Storey Townhouse for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Bulan Model",5300000,3,2,70.27,67,75423.36701,79104.47761,1766666.667,1.5,1.04880597,7.1035383,125.4948467
N/A,FALSE,N/A,San Rafael,"Caingin, San Rafael","2 bedroom Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave",1800000,2,1,46,41,39130.43478,43902.43902,900000,2,1.12195122,14.9717467,120.9434431
N/A,FALSE,N/A,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan","4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana 99sqm",7337000,4,3,85,99,86317.64706,74111.11111,1834250,1.333333333,0.858585859,15.4710779,120.9821312
N/A,FALSE,N/A,Paranaque,"Sun Valley, Paranaque",Luxury 2 Storey Residential House  Sun Valley Parañaque City,45001005,6,5,337,350,133534.1395,128574.3,7500167.5,1.2,0.962857143,14.4888415,121.0325173
N/A,FALSE,N/A,Pavia,"Ungka II, Pavia",3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | STEPHANIE Model,4080345,3,2,52,80,78468.17308,51004.3125,1360115,1.5,0.65,10.7529006,122.5376029
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 176sqm",10082000,5,3,142,176,71000,57284.09091,2016400,1.666666667,0.806818182,14.9131781,120.2282421
N/A,FALSE,N/A,San Rafael,"Caingin, San Rafael","2BR 2-Storey Townhouse for Sale in San Rafael, Bulacan at Primeworld Enclave",1800000,2,1,46,41,39130.43478,43902.43902,900000,2,1.12195122,14.9717467,120.9434431
N/A,FALSE,N/A,Lipa,"Bugtong Na Pulo, Lipa","4BR Single Detached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Sierra Village, SD119",7500000,4,3,119,150,63025.21008,50000,1875000,1.333333333,0.793333333,13.9984308,121.1674592
N/A,FALSE,N/A,General Trias,"Pasong Camachile I, General Trias","3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ALICE Model",2292960,3,1,40,40,57324,57324,764320,3,1,14.3723207,120.8976745
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",For Sale 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Bella 88sqm,5251000,2,2,53,88,99075.4717,59670.45455,2625500,1,0.602272727,N/A,N/A
N/A,FALSE,N/A,Tanza,"Antero Soriano Highway Sahud Ulan, Tanza","3-Bedroom Townhouse for Sale in Tanza, Cavite at Micara Estates | PORTIA Typical End Unit w/ Fence",2258057,3,1,45,62,50179.04444,36420.27419,752685.6667,3,0.725806452,14.366749,120.8184475
Central Luzon,TRUE,Tarlac,Camella Tarlac Access Rd. Maliwalo,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 176sqm,11757000,5,3,166,176,70825.3012,66801.13636,2351400,1.666666667,0.943181818,N/A,N/A
N/A,FALSE,N/A,Mabalacat,"Sapang Biabas, Mabalacat","2-Bedroom 2-Storey Townhouse for Sale in Mabalacat, Pampanga at Talanai Homes | MAHOGANY",1400000,2,1,40,40,35000,35000,700000,2,1,15.1987752,120.6026101
N/A,FALSE,N/A,Davao,"Tugbok, Davao","Townhouse with 3 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Bulan Model",5300000,3,2,70.27,67,75423.36701,79104.47761,1766666.667,1.5,1.04880597,7.1035383,125.4948467
NCR,TRUE,Ncr,Muntinlupa,"Cupang, Muntinlupa",Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,32342000,3,3,247.4,93,130727.5667,347763.4409,10780666.67,1,2.660215054,14.4378843,121.0503212
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26393000,3,3,219.3,91,120351.1172,290032.967,8797666.667,1,2.40989011,14.4270005,121.0452782
N/A,FALSE,N/A,General Trias,"Pasong Camachile I, General Trias","3-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ANICA Model",2389000,3,1,50,50,47780,47780,796333.3333,3,1,14.3723207,120.8976745
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 246sqm",12772000,5,3,166,246,76939.75904,51918.69919,2554400,1.666666667,0.674796748,14.9131781,120.2282421
N/A,FALSE,N/A,Calamba,"Palo-Alto, Calamba","House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna",3500000,N/A,N/A,N/A,104,N/A,33653.84615,N/A,N/A,N/A,14.1839549,121.1072903
N/A,FALSE,N/A,Imus,"Alapan II-A, Imus","4-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ADELLE Model",3336800,4,2,70,60,47668.57143,55613.33333,834200,2,1.166666667,14.4084522,120.8964956
N/A,FALSE,N/A,Imus,"Carsadang Bago I, Imus","BIG DISCOUNT (up to 500k)! For Sale 3BR Single Attached House and Lot at PTC Suncrest in Imus, Cavite | Rosanna Model",5234791,3,2,75,112,69797.21333,46739.20536,1744930.333,1.5,0.669642857,14.4289186,120.928888
N/A,FALSE,N/A,Malolos,"Longos, Malolos","5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Freya",12069000,5,3,142,176,84992.95775,68573.86364,2413800,1.666666667,0.806818182,14.87426,120.7915336
N/A,FALSE,N/A,Dasmarinas,"Aguinaldo Highway San Agustin I, Dasmarinas","2BR 2-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands",3267000,2,2,76.18,66,42885.27172,49500,1633500,1,1.154242424,14.3214271,120.94188
N/A,FALSE,N/A,Imus,"Alapan II-A, Imus","3-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ALICE Model",2292960,3,1,40,40,57324,57324,764320,3,1,14.4084522,120.8964956
N/A,FALSE,N/A,Malolos,"Longos, Malolos","5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Greta",12902000,5,3,166,176,77722.89157,73306.81818,2580400,1.666666667,0.943181818,14.87426,120.7915336
N/A,FALSE,N/A,Pavia,"Ungka II, Pavia",4-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | AMANDA Model,6379520,4,3,100,120,63795.2,53162.66667,1594880,1.333333333,0.833333333,10.7529006,122.5376029
N/A,FALSE,N/A,San Rafael,"San Rafael Estates San Roque, San Rafael","Tierra Vista | Crissa 2BR House - Inner Unit for Sale in San Rafael, Bulacan | Futura by Filinvest",1979000,2,1,38.88,41.4,50900.20576,47801.93237,989500,2,0.939130435,N/A,N/A
N/A,FALSE,N/A,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",1BR Rowhouse for Sale at Marytown Place in Santa Maria Bulacan | Bare 2-Storey Corner Unit (ROSE),1675000,1,1,44,40,38068.18182,41875,1675000,1,1.1,N/A,N/A
N/A,FALSE,N/A,Santa Maria,"Santa Maria-San Jose Rd. Bulac, Santa Maria",1BR Rowhouse for Sale at Marytown Place in Santa Maria Bulacan | Bare 2-Storey End Unit (ROSE),1675000,1,1,44,40,38068.18182,41875,1675000,1,1.1,N/A,N/A
N/A,FALSE,N/A,San Jose,"President Jose P. Laurel Hwy Banaybanay II, San Jose","3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Salva Premier, 500K Discount Promo + Appliance Bundle!",7400000,3,3,125,N/A,59200,N/A,2466666.667,1,N/A,13.9184235,121.1054948
N/A,FALSE,N/A,Subic,"Aningway Sacatihan, Subic","RFO 2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Angeli SF",2605000,2,1,42,54,62023.80952,48240.74074,1302500,2,0.777777778,14.9131781,120.2282421
N/A,FALSE,N/A,Compostela,"Tamiao, Compostela","4BR 2-Storey Single Attached House and Lot for Sale in Compostela, Cebu at Amoa | Asta Model",7021000,4,2,82,120,85621.95122,58508.33333,1755250,2,0.683333333,10.4382884,123.9947249
N/A,FALSE,N/A,Mexico,"Km.71, North Luzon Expressway Panipuan, Mexico","3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Como Model",2747500,3,2,78.54,154,34982.17469,17840.90909,915833.3333,1.5,0.51,15.0941848,120.6701583
NCR,TRUE,Ncr,Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa","3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",32184000,3,3,247.4,92,130088.9248,349826.087,10728000,1,2.689130435,14.4270005,121.0452782
N/A,FALSE,N/A,Malolos,"Longos, Malolos","4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Dana w/ CB",7798000,4,3,85,110,91741.17647,70890.90909,1949500,1.333333333,0.772727273,14.87426,120.7915336
N/A,FALSE,N/A,Kawit,"San Sebastian, Kawit","4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | BRIANA Model",6756360,4,3,110,100,61421.45455,67563.6,1689090,1.333333333,1.1,14.4129793,120.8886677
N/A,FALSE,N/A,Mabalacat,"Sapang Biabas, Mabalacat","3-Bedroom 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | AGOHO",2706500,3,2,62,65,43653.22581,41638.46154,902166.6667,1.5,0.953846154,15.1987752,120.6026101
N/A,FALSE,N/A,Imus,"Alapan II-A, Imus","3-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ANICA Model",2389000,3,1,50,50,47780,47780,796333.3333,3,1,14.4084522,120.8964956
NCR,TRUE,Ncr,Muntinlupa,"Victoria South Alabang Tunasan, Muntinlupa","Single Detached House for Sale near EVIA and MCX, Muntinlupa",13500000,3,2,140,240,96428.57143,56250,4500000,1.5,0.583333333,N/A,N/A
N/A,FALSE,N/A,General Trias,"Pasong Camachile I, General Trias","4-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | ALEXANDRA Model",7410000,4,3,100,120,74100,61750,1852500,1.333333333,0.833333333,14.3723207,120.8976745
